ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked turtles
0,1500,1490,10,0,0,750
1,1500,1490,10,0,0,750
2,1500,1490,10,0,0,750
3,1500,1484,6,10,0,750
4,1500,1478,12,10,0,750
5,1500,1469,21,10,0,750
6,1500,1462,25,13,0,750
7,1500,1458,25,17,0,750
8,1500,1445,32,23,0,750
9,1500,1433,34,33,0,750
10,1500,1409,51,40,0,750
11,1500,1380,75,45,0,750
12,1500,1348,91,61,0,750
13,1500,1324,100,76,0,750
14,1500,1284,113,103,0,750
15,1500,1231,139,130,0,750
16,1500,1179,157,164,0,750
17,1500,1155,161,181,3,753
18,1500,1098,171,228,3,753
19,1500,1038,181,278,3,753
20,1500,987,187,320,6,753
21,1500,937,192,363,8,753
22,1500,890,187,412,11,753
23,1499,846,184,452,17,752
24,1498,791,192,497,18,755
25,1500,751,185,543,21,757
26,1496,721,172,575,28,759
27,1498,678,159,622,39,761
28,1488,654,132,652,50,759
29,1480,621,139,660,60,760
30,1462,592,138,662,70,760
31,1456,550,140,680,86,761
32,1446,525,141,668,112,761
33,1424,493,148,650,133,758
34,1415,453,152,651,159,756
35,1402,426,140,649,187,753
36,1379,395,149,624,211,745
37,1366,369,143,614,240,742
38,1342,350,117,614,261,732
39,1329,328,116,595,290,728
40,1320,312,100,591,317,726
41,1298,286,108,555,349,714
42,1276,272,101,528,375,697
43,1270,263,89,525,393,692
44,1261,260,74,515,412,683
45,1245,240,67,504,434,676
46,1234,238,61,485,450,672
47,1222,231,57,468,466,664
48,1206,228,50,440,488,655
49,1193,224,44,415,510,648
50,1188,222,40,397,529,644
51,1183,216,45,370,552,639
52,1170,215,43,331,581,634
53,1163,213,41,310,599,632
54,1147,210,44,275,618,623
55,1144,209,35,265,635,623
56,1132,210,34,244,644,611
57,1122,214,29,224,655,607
58,1120,210,32,206,672,601
59,1110,213,29,181,687,592
60,1107,212,29,172,694,592
61,1112,212,31,164,705,599
62,1109,212,27,156,714,597
63,1104,213,22,146,723,592
64,1107,219,22,138,728,592
65,1118,228,23,134,733,597
66,1123,233,20,129,741,598
67,1130,239,20,124,747,599
68,1133,243,24,116,750,601
69,1137,247,24,108,758,604
70,1140,245,27,106,762,608
71,1140,250,24,101,765,604
72,1145,251,27,98,769,607
73,1149,252,28,96,773,611
74,1159,256,26,97,780,614
75,1167,261,25,96,785,618
76,1170,257,29,92,792,618
77,1184,270,20,94,800,620
78,1191,274,23,93,801,623
79,1199,279,20,94,806,629
80,1205,278,25,92,810,632
81,1216,287,24,91,814,637
82,1235,299,27,94,815,648
83,1242,306,24,92,820,651
84,1250,306,24,96,824,654
85,1254,306,28,94,826,656
86,1260,308,26,95,831,660
87,1263,310,25,94,834,662
88,1274,322,16,96,840,669
89,1275,321,15,97,842,672
90,1279,323,16,95,845,673
91,1281,326,19,86,850,675
92,1287,329,21,86,851,676
93,1296,340,18,84,854,680
94,1309,351,19,83,856,691
95,1317,354,20,85,858,695
96,1321,352,25,84,860,698
97,1330,357,25,84,864,704
98,1337,359,25,82,871,707
99,1349,367,28,80,874,713
100,1357,371,28,82,876,717
101,1366,377,23,85,881,721
102,1372,376,28,81,887,726
103,1382,385,27,80,890,734
104,1394,394,27,82,891,740
105,1404,396,28,87,893,745
106,1412,397,27,95,893,747
107,1428,410,26,93,899,755
108,1439,419,26,95,899,760
109,1447,418,30,96,903,765
110,1458,422,28,103,905,769
111,1468,428,32,100,908,776
112,1473,425,31,102,915,779
113,1484,429,29,110,916,784
114,1493,428,38,108,919,786
115,1499,431,39,104,925,795
116,1499,427,34,111,927,796
117,1500,413,47,111,929,798
118,1500,410,41,119,930,800
119,1499,402,42,120,935,800
120,1499,402,35,121,941,800
121,1500,393,30,131,946,801
122,1499,388,28,133,950,800
123,1499,388,23,133,955,801
124,1500,383,26,132,959,801
125,1500,371,33,135,961,801
126,1499,373,34,129,963,801
127,1500,370,37,125,968,802
128,1500,362,35,131,972,804
129,1500,357,28,139,976,804
130,1500,360,27,130,983,804
131,1499,354,23,135,987,803
132,1499,351,27,128,993,806
133,1500,352,23,126,999,809
134,1499,351,28,117,1003,808
135,1499,349,27,112,1011,811
136,1500,348,27,111,1014,810
137,1498,343,32,107,1016,809
138,1500,349,22,108,1021,811
139,1500,348,19,110,1023,810
140,1499,341,22,115,1021,810
141,1500,342,23,112,1023,809
142,1500,345,26,103,1026,807
143,1499,351,23,99,1026,806
144,1500,351,20,102,1027,806
145,1500,353,25,94,1028,805
146,1500,351,29,95,1025,807
147,1500,364,26,94,1016,807
148,1500,372,24,97,1007,806
149,1499,379,23,98,999,806
150,1500,387,21,99,993,807
151,1500,396,28,98,978,807
152,1500,421,26,94,959,807
153,1500,432,32,95,941,804
154,1500,455,34,92,919,801
155,1500,477,33,97,893,803
156,1500,486,45,98,871,802
157,1499,502,47,102,848,800
158,1500,507,56,105,832,801
159,1500,521,61,114,804,802
160,1498,536,61,123,778,799
161,1500,559,62,133,746,797
162,1500,578,59,142,721,797
163,1498,583,58,149,708,795
164,1500,586,60,161,693,796
165,1500,587,68,172,673,796
166,1500,581,83,177,659,797
167,1500,572,96,188,644,798
168,1500,580,88,207,625,800
169,1500,575,101,218,606,802
170,1500,562,108,240,590,803
171,1500,561,104,260,575,804
172,1500,564,111,272,553,806
173,1498,556,105,296,541,806
174,1500,556,106,305,533,806
175,1499,547,110,317,525,810
176,1499,526,113,337,523,809
177,1497,514,117,347,519,810
178,1499,506,125,355,513,816
179,1498,490,119,381,508,817
180,1498,477,117,400,504,823
181,1500,477,110,411,502,829
182,1493,461,103,424,505,832
183,1499,468,85,437,509,837
184,1499,449,98,434,518,835
185,1494,425,107,429,533,835
186,1489,419,102,432,536,833
187,1478,405,104,420,549,830
188,1478,388,102,429,559,832
189,1478,378,102,431,567,834
190,1470,368,93,424,585,829
191,1466,356,95,418,597,828
192,1470,355,77,428,610,837
193,1466,358,74,407,627,840
194,1458,354,70,401,633,834
195,1450,347,63,395,645,832
196,1442,350,58,374,660,834
197,1431,346,59,358,668,830
198,1433,339,61,349,684,832
199,1432,334,63,342,693,828
200,1432,338,62,330,702,827
201,1430,342,49,327,712,820
202,1435,337,61,301,736,821
203,1435,338,53,294,750,819
204,1426,340,51,280,755,813
205,1419,338,47,271,763,808
206,1414,337,45,252,780,805
207,1417,338,46,243,790,807
208,1415,341,47,232,795,807
209,1409,335,53,217,804,801
210,1411,341,45,217,808,798
211,1410,342,46,211,811,795
212,1418,339,49,212,818,799
213,1417,341,46,203,827,798
214,1422,349,40,202,831,799
215,1425,347,43,194,841,799
216,1427,344,42,197,844,799
217,1421,341,46,185,849,791
218,1429,347,52,181,849,793
219,1437,354,51,180,852,800
220,1436,354,47,174,861,796
221,1444,356,40,183,865,801
222,1458,372,37,183,866,811
223,1466,373,45,180,868,815
224,1465,368,48,175,874,814
225,1478,373,52,174,879,818
226,1481,366,57,172,886,819
227,1494,372,58,176,888,829
228,1496,369,56,179,892,832
229,1499,370,53,181,895,833
230,1500,367,49,187,897,836
231,1498,363,42,195,898,833
232,1500,362,50,192,896,833
233,1500,357,52,192,899,829
234,1498,348,54,193,903,826
235,1496,355,49,187,905,829
236,1500,355,41,192,912,828
237,1500,349,38,199,914,829
238,1498,341,36,199,922,827
239,1500,336,41,198,925,827
240,1498,330,47,196,925,826
241,1498,329,54,188,927,828
242,1497,332,50,187,928,829
243,1498,333,53,184,928,830
244,1500,335,53,181,931,832
245,1500,336,46,180,938,831
246,1500,325,47,186,942,831
247,1500,319,52,185,944,831
248,1500,323,45,185,947,830
249,1497,322,42,185,948,829
250,1499,325,43,181,950,831
251,1500,321,47,179,953,830
252,1500,322,47,177,954,832
253,1500,322,48,177,953,830
254,1500,326,38,185,951,829
255,1500,327,35,191,947,828
256,1496,324,41,182,949,826
257,1500,329,38,184,949,826
258,1495,326,40,178,951,825
259,1500,329,40,170,961,830
260,1500,327,38,169,966,831
261,1500,323,37,172,968,830
262,1500,319,44,166,971,833
263,1499,328,35,164,972,832
264,1500,329,38,157,976,834
265,1495,326,32,162,975,833
266,1500,323,41,160,976,835
267,1500,324,39,158,979,834
268,1497,323,37,150,987,828
269,1499,319,41,147,992,828
270,1500,319,35,157,989,828
271,1500,322,36,148,994,830
272,1499,326,33,148,992,829
273,1498,328,23,154,993,827
274,1499,328,27,150,994,829
275,1498,331,28,141,998,829
276,1500,331,25,141,1003,831
277,1499,331,28,137,1003,831
278,1498,337,24,137,1000,828
279,1500,339,22,130,1009,833
280,1500,334,30,123,1013,834
281,1500,336,23,126,1015,837
282,1500,337,20,123,1020,838
283,1500,340,20,118,1022,838
284,1498,347,17,110,1024,840
285,1500,349,18,108,1025,840
286,1500,351,18,104,1027,840
287,1500,352,23,93,1032,839
288,1499,349,26,92,1032,839
289,1499,351,26,90,1032,838
290,1499,356,20,90,1033,838
291,1500,362,14,93,1031,840
292,1499,365,13,92,1029,841
293,1499,372,16,84,1027,842
294,1500,376,22,84,1018,843
295,1499,381,22,79,1017,843
296,1500,386,25,75,1014,843
297,1500,392,20,79,1009,842
298,1500,398,22,77,1003,842
299,1500,401,27,76,996,843
300,1500,400,25,79,996,843
301,1500,409,22,80,989,845
302,1500,415,21,82,982,844
303,1500,427,17,87,969,845
304,1499,437,23,82,957,843
305,1500,460,22,77,941,843
306,1500,469,25,75,931,843
307,1500,480,27,79,914,843
308,1500,477,37,84,902,844
309,1500,483,41,87,889,843
310,1500,497,45,90,868,843
311,1498,509,45,89,855,846
312,1498,513,44,102,839,847
313,1500,524,43,114,819,848
314,1500,528,47,114,811,849
315,1500,537,50,117,796,852
316,1498,547,48,125,778,850
317,1500,555,49,130,766,854
318,1500,552,59,139,750,853
319,1500,550,65,143,742,854
320,1500,545,69,154,732,855
321,1499,547,63,170,719,858
322,1499,560,57,184,698,858
323,1500,554,73,190,683,859
324,1500,550,75,199,676,861
325,1500,553,73,207,667,861
326,1498,556,82,206,654,865
327,1498,550,79,222,647,866
328,1500,544,86,231,639,868
329,1500,536,94,238,632,870
330,1499,520,97,247,635,875
331,1499,516,89,262,632,877
332,1499,514,81,276,628,875
333,1499,502,86,291,620,878
334,1500,492,83,304,621,881
335,1497,499,78,303,617,879
336,1497,491,78,302,626,881
337,1497,480,79,317,621,880
338,1497,465,91,318,623,881
339,1497,456,99,317,625,881
340,1495,442,101,329,623,883
341,1492,445,91,329,627,883
342,1497,441,88,339,629,888
343,1500,435,79,353,633,892
344,1493,428,75,347,643,889
345,1496,426,78,343,649,896
346,1490,418,81,337,654,897
347,1491,418,79,335,659,899
348,1489,410,81,326,672,897
349,1489,403,77,334,675,899
350,1487,401,73,335,678,896
351,1483,391,78,325,689,891
352,1484,385,79,329,691,895
353,1490,386,70,337,697,894
354,1482,392,60,328,702,889
355,1472,392,54,318,708,884
356,1472,395,52,313,712,883
357,1470,392,59,296,723,881
358,1467,391,65,288,723,877
359,1468,394,67,281,726,879
360,1466,391,63,282,730,877
361,1467,405,54,275,733,878
362,1470,405,55,274,736,876
363,1470,409,47,266,748,871
364,1474,411,52,258,753,875
365,1479,407,70,248,754,873
366,1482,403,76,243,760,874
367,1490,412,75,237,766,878
368,1496,417,76,234,769,887
369,1500,413,70,242,775,890
370,1498,416,66,241,775,885
371,1499,411,73,242,773,884
372,1500,409,66,253,772,882
373,1500,408,61,256,775,877
374,1496,397,62,254,783,873
375,1498,395,62,255,786,873
376,1492,390,63,250,789,871
377,1494,395,60,248,791,864
378,1499,396,58,254,791,869
379,1498,398,56,261,783,870
380,1499,400,55,260,784,869
381,1499,399,59,257,784,867
382,1498,399,57,258,784,865
383,1499,399,59,245,796,868
384,1497,394,65,237,801,871
385,1498,386,64,243,805,874
386,1495,373,76,235,811,874
387,1496,379,69,234,814,877
388,1499,393,60,234,812,876
389,1495,394,46,243,812,872
390,1500,387,50,244,819,877
391,1499,377,54,241,827,878
392,1499,381,55,231,832,878
393,1500,380,53,228,839,878
394,1499,380,42,236,841,878
395,1496,377,44,235,840,876
396,1500,383,43,229,845,880
397,1497,378,51,222,846,880
398,1499,370,53,225,851,883
399,1499,379,47,217,856,883
400,1499,376,48,214,861,884
401,1499,379,41,213,866,883
402,1498,382,39,208,869,879
403,1494,387,37,194,876,879
404,1500,395,41,188,876,885
405,1499,396,39,184,880,884
406,1499,389,45,186,879,886
407,1500,394,43,185,878,886
408,1497,391,39,174,893,885
409,1500,395,36,171,898,888
410,1500,398,28,174,900,889
411,1500,394,34,174,898,887
412,1500,393,37,165,905,890
413,1498,390,40,163,905,891
414,1500,391,44,156,909,890
415,1498,399,38,152,909,892
416,1497,396,35,152,914,892
417,1500,385,43,154,918,892
418,1498,383,47,151,917,891
419,1500,388,38,152,922,893
420,1500,387,38,153,922,895
421,1500,379,33,158,930,894
422,1497,376,34,154,933,894
423,1500,375,39,148,938,891
424,1495,377,32,146,940,889
425,1500,380,29,150,941,892
426,1499,382,28,148,941,894
427,1498,375,32,146,945,895
428,1500,374,28,153,945,896
429,1500,373,32,143,952,897
430,1496,374,29,138,955,894
431,1498,371,30,135,962,896
432,1500,368,28,140,964,897
433,1500,364,37,130,969,898
434,1497,367,34,127,969,897
435,1498,374,27,122,975,896
436,1497,374,30,121,972,895
437,1500,371,30,127,972,896
438,1499,373,30,120,976,895
439,1500,376,33,113,978,896
440,1500,376,27,120,977,897
441,1500,364,32,121,983,896
442,1500,364,38,115,983,899
443,1500,367,36,119,978,898
444,1498,365,32,121,980,895
445,1499,368,25,121,985,896
446,1498,376,22,122,978,897
447,1500,377,24,125,974,898
448,1500,375,29,122,974,897
449,1500,383,25,117,975,896
450,1500,392,24,116,968,896
451,1500,396,19,115,970,896
452,1500,397,20,114,969,897
453,1500,392,27,115,966,897
454,1500,396,35,106,963,896
455,1500,402,32,107,959,894
456,1500,407,37,107,949,895
457,1500,410,32,110,948,892
458,1500,415,30,112,943,890
459,1500,411,39,107,943,889
460,1500,416,37,105,942,889
461,1500,417,45,106,932,890
462,1500,420,40,113,927,890
463,1500,424,38,118,920,889
464,1500,434,35,122,909,889
465,1500,445,27,126,902,885
466,1499,448,30,130,891,885
467,1500,444,45,130,881,884
468,1500,450,52,133,865,883
469,1499,450,59,132,858,883
470,1500,447,55,145,853,885
471,1500,449,55,152,844,886
472,1497,441,64,149,843,884
473,1500,443,61,160,836,886
474,1500,443,60,169,828,887
475,1500,451,51,180,818,886
476,1497,454,45,185,813,881
477,1500,457,49,188,806,884
478,1500,456,53,189,802,885
479,1498,452,63,184,799,885
480,1497,447,65,190,795,885
481,1500,443,65,203,789,887
482,1500,438,65,213,784,888
483,1500,439,67,223,771,891
484,1498,442,65,225,766,890
485,1494,438,70,223,763,886
486,1497,442,69,232,754,888
487,1496,449,66,232,749,889
488,1497,457,55,235,750,895
489,1497,464,49,237,747,894
490,1497,468,49,235,745,892
491,1496,460,54,237,745,893
492,1500,460,62,233,745,893
493,1500,456,65,237,742,894
494,1499,449,66,241,743,896
495,1500,456,59,241,744,899
496,1500,445,67,242,746,898
497,1496,439,67,241,749,895
498,1492,435,66,239,752,892
499,1500,432,65,244,759,897
500,1498,425,67,244,762,892
501,1496,425,66,242,763,888
502,1499,434,58,240,767,886
503,1496,440,55,241,760,889
504,1499,443,59,242,755,892
