ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked turtles
0,1500,1490,10,0,0,1050
1,1500,1490,10,0,0,1050
2,1500,1490,10,0,0,1050
3,1500,1482,8,10,0,1050
4,1500,1473,17,10,0,1050
5,1500,1471,19,10,0,1050
6,1500,1453,32,15,0,1050
7,1500,1438,42,20,0,1050
8,1500,1420,53,27,0,1050
9,1500,1392,73,35,0,1050
10,1500,1348,101,51,0,1050
11,1500,1307,127,66,0,1050
12,1500,1242,165,93,0,1050
13,1500,1170,203,127,0,1050
14,1500,1075,253,172,0,1050
15,1500,981,298,221,0,1050
16,1500,879,328,293,0,1050
17,1500,771,362,360,7,1051
18,1500,673,360,460,7,1051
19,1500,578,366,549,7,1051
20,1500,480,354,657,9,1049
21,1500,388,342,758,12,1048
22,1500,319,321,846,14,1048
23,1495,262,293,922,18,1044
24,1489,210,236,1017,26,1040
25,1484,176,194,1081,33,1035
26,1470,139,159,1129,43,1027
27,1459,102,146,1149,62,1021
28,1439,81,122,1150,86,1009
29,1417,67,107,1132,111,998
30,1384,52,81,1105,146,981
31,1343,35,62,1065,181,955
32,1299,29,54,983,233,924
33,1262,27,53,905,277,900
34,1217,20,40,814,343,874
35,1169,23,26,725,395,833
36,1127,22,27,637,441,802
37,1079,19,22,562,476,772
38,1027,19,19,459,530,732
39,991,19,17,386,569,710
40,965,25,12,317,611,693
41,954,37,8,267,642,687
42,941,38,9,225,669,678
43,927,43,7,197,680,667
44,915,52,9,153,701,652
45,898,56,12,116,714,635
46,896,58,10,104,724,632
47,897,63,9,95,730,634
48,894,71,7,76,740,634
49,891,74,8,62,747,634
50,897,79,8,58,752,638
51,900,86,8,49,757,639
52,901,90,9,42,760,640
53,910,99,7,40,764,648
54,916,106,6,37,767,650
55,924,113,8,34,769,657
56,930,119,6,32,773,662
57,935,126,4,31,774,665
58,939,129,3,32,775,668
59,948,137,2,34,775,674
60,952,143,4,28,777,677
61,963,152,6,26,779,686
62,972,162,4,25,781,693
63,983,174,3,24,782,702
64,994,181,8,22,783,711
65,1002,186,9,23,784,717
66,1013,196,10,22,785,724
67,1022,203,11,20,788,733
68,1030,207,10,24,789,738
69,1041,216,11,24,790,746
70,1052,227,10,24,791,755
71,1059,232,10,26,791,760
72,1070,242,9,27,792,769
73,1078,249,8,28,793,775
74,1088,253,12,30,793,784
75,1103,264,13,33,793,795
76,1113,273,13,34,793,800
77,1126,283,15,34,794,807
78,1136,290,12,40,794,812
79,1144,294,13,42,795,817
80,1154,297,18,44,795,823
81,1166,305,19,45,797,831
82,1175,313,18,43,801,840
83,1185,321,17,46,801,847
84,1198,323,22,50,803,855
85,1204,322,26,51,805,858
86,1209,314,36,52,807,862
87,1218,323,32,55,808,868
88,1230,329,29,64,808,875
89,1235,323,34,69,809,879
90,1238,317,32,78,811,881
91,1253,324,33,84,812,892
92,1259,326,34,84,815,893
93,1266,327,31,91,817,899
94,1275,323,33,100,819,905
95,1281,320,37,104,820,909
96,1294,324,42,106,822,916
97,1304,319,50,112,823,926
98,1310,315,50,118,827,930
99,1321,317,51,123,830,938
100,1328,308,54,135,831,939
101,1336,299,61,142,834,946
102,1344,298,59,146,841,951
103,1352,292,64,149,847,958
104,1356,293,51,160,852,958
105,1369,294,49,170,856,964
106,1375,292,47,177,859,968
107,1386,289,51,179,867,978
108,1396,292,53,177,874,986
109,1404,285,53,189,877,992
110,1411,272,59,197,883,994
111,1420,269,65,199,887,999
112,1430,261,72,202,895,1005
113,1439,252,70,215,902,1009
114,1444,246,75,214,909,1011
115,1446,226,83,221,916,1013
116,1449,219,77,231,922,1016
117,1456,216,79,234,927,1022
118,1453,206,73,237,937,1019
119,1460,199,72,245,944,1025
120,1469,194,70,250,955,1031
