ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked 1 turtles,masked 2 turtles
0,1500,1490,10,0,0,490,525
1,1500,1490,10,0,0,491,525
2,1500,1490,10,0,0,491,525
3,1500,1476,14,10,0,491,525
4,1500,1462,28,10,0,491,524
5,1500,1457,33,10,0,491,524
6,1500,1448,34,18,0,491,524
7,1500,1429,43,28,0,491,524
8,1500,1395,66,39,0,491,524
9,1500,1363,91,46,0,491,524
10,1500,1326,114,60,0,491,524
11,1500,1278,135,87,0,491,524
12,1500,1225,159,116,0,491,524
13,1500,1156,191,153,0,491,524
14,1500,1075,231,194,0,491,524
15,1499,985,267,247,0,491,524
16,1500,902,297,301,0,492,524
17,1499,813,305,377,4,491,521
18,1500,731,318,447,4,492,521
19,1500,648,310,538,4,492,521
20,1500,566,296,631,7,492,521
21,1500,492,303,693,12,493,521
22,1500,429,284,768,19,492,523
23,1499,381,244,853,21,493,521
24,1497,326,223,920,28,493,517
25,1489,293,187,968,41,489,514
26,1484,253,174,997,60,490,513
27,1470,217,161,1017,75,488,510
28,1452,169,163,1024,96,483,506
29,1427,140,153,1010,124,476,500
30,1396,121,127,1003,145,461,493
31,1352,93,114,961,184,442,482
32,1323,79,86,936,222,436,471
33,1283,74,72,868,269,420,462
34,1229,64,51,800,314,396,445
35,1200,58,45,747,350,386,433
36,1157,50,44,673,390,371,418
37,1125,49,39,594,443,360,407
38,1097,46,35,528,488,348,403
39,1068,48,28,462,530,335,393
40,1045,45,25,415,560,330,384
41,1020,44,21,369,586,322,372
42,1005,43,22,327,613,317,363
43,988,41,24,291,632,310,357
44,975,48,19,252,656,309,346
45,966,56,16,215,679,305,338
46,946,59,15,176,696,294,329
47,941,63,13,157,708,293,322
48,934,73,11,126,724,294,312
49,934,79,10,111,734,297,308
50,932,73,15,104,740,296,308
51,934,73,19,94,748,296,305
52,936,78,24,79,755,300,303
53,945,88,19,78,760,305,304
54,953,94,16,75,768,309,304
55,953,92,18,70,773,311,303
56,960,101,14,69,776,316,304
57,968,107,15,68,778,319,305
58,976,116,12,66,782,325,306
59,985,124,13,64,784,331,309
60,996,136,12,60,788,339,310
61,1000,135,17,58,790,343,309
62,1009,139,16,61,793,346,311
63,1019,147,18,60,794,353,313
64,1028,153,17,60,798,356,316
65,1041,162,15,65,799,363,317
66,1055,172,16,68,799,374,318
67,1062,176,19,65,802,381,316
68,1071,181,22,61,807,388,317
69,1078,186,22,61,809,393,318
70,1090,200,16,63,811,397,324
71,1096,200,19,65,812,401,326
72,1104,202,22,65,815,408,327
73,1111,210,21,65,815,411,329
74,1118,207,31,64,816,415,332
75,1122,202,31,72,817,415,332
76,1134,208,30,74,822,422,337
77,1142,211,29,78,824,427,338
78,1144,205,32,82,825,428,340
79,1146,202,33,83,828,428,339
80,1154,196,41,87,830,434,340
81,1161,200,36,91,834,435,341
82,1169,205,29,101,834,440,341
83,1174,204,28,105,837,443,341
84,1177,201,25,109,842,443,343
85,1183,201,29,108,845,447,343
86,1190,199,33,110,848,452,344
87,1198,194,43,112,849,455,347
88,1207,198,39,121,849,461,346
89,1211,198,37,123,853,464,344
90,1219,205,29,128,857,467,344
91,1224,208,26,130,860,468,345
92,1230,198,37,129,866,473,345
93,1230,194,38,131,867,473,348
94,1234,195,42,127,870,474,350
95,1253,202,39,136,876,485,355
96,1262,201,45,132,884,491,354
