ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked 1 turtles,masked 2 turtles
0,1500,1490,10,0,0,168,1050
1,1500,1490,10,0,0,168,1050
2,1500,1490,10,0,0,168,1050
3,1499,1482,7,10,0,168,1049
4,1500,1481,9,10,0,168,1050
5,1500,1475,15,10,0,168,1050
6,1500,1472,16,12,0,168,1050
7,1500,1465,17,18,0,168,1050
8,1500,1458,19,23,0,168,1050
9,1500,1445,29,26,0,168,1050
10,1500,1432,37,31,0,168,1050
11,1500,1413,51,36,0,168,1050
12,1500,1400,53,47,0,168,1050
13,1500,1373,66,61,0,168,1050
14,1500,1344,80,76,0,168,1050
15,1500,1304,105,91,0,168,1050
16,1500,1263,125,112,0,168,1050
17,1499,1217,148,131,3,172,1044
18,1500,1164,164,169,3,172,1045
19,1500,1111,181,205,3,172,1045
20,1500,1044,198,254,4,172,1045
21,1499,983,210,299,7,173,1045
22,1500,923,225,343,9,174,1044
23,1499,855,229,406,9,176,1043
24,1497,770,254,463,10,175,1043
25,1500,687,282,519,12,175,1045
26,1498,618,284,578,18,173,1046
27,1496,551,282,642,21,175,1045
28,1494,495,263,708,28,177,1043
29,1489,421,263,773,32,178,1041
30,1486,369,246,830,41,176,1041
31,1476,326,225,870,55,173,1035
32,1462,274,208,906,74,174,1025
33,1456,248,179,936,93,174,1022
34,1430,210,156,950,114,170,1002
35,1413,176,146,947,144,169,989
36,1392,157,116,949,170,167,979
37,1370,121,118,923,208,164,962
38,1342,103,101,899,239,157,946
39,1319,97,87,864,271,155,935
40,1287,85,75,824,303,151,912
41,1255,68,63,778,346,148,891
42,1223,65,58,713,387,145,866
43,1187,61,47,652,427,139,841
44,1152,58,41,589,464,136,816
45,1125,56,33,537,499,134,793
46,1091,56,25,477,533,132,764
47,1064,57,28,413,566,129,739
48,1036,54,26,358,598,129,715
49,1024,58,24,320,622,133,700
50,1004,62,23,275,644,130,685
51,992,66,19,242,665,130,673
52,980,64,21,209,686,130,660
53,978,64,23,191,700,130,655
54,974,72,23,165,714,134,648
55,969,75,26,135,733,135,642
56,967,76,19,131,741,137,638
57,967,79,17,118,753,138,637
58,968,87,14,108,759,138,637
59,969,93,13,94,769,138,637
60,975,100,10,86,779,141,638
61,985,111,6,88,780,144,645
62,994,125,4,80,785,145,652
63,998,132,4,73,789,146,652
64,1005,138,6,68,793,150,653
65,1011,145,8,61,797,151,656
66,1017,149,11,56,801,154,659
67,1026,157,10,53,806,157,663
68,1036,163,13,51,809,162,666
69,1047,172,14,51,810,169,671
70,1050,175,16,43,816,167,675
71,1059,183,16,40,820,170,679
72,1072,198,13,40,821,174,686
73,1077,200,10,44,823,179,685
74,1090,212,10,42,826,183,692
75,1104,228,10,38,828,188,701
76,1112,233,11,40,828,192,704
77,1122,240,12,40,830,198,708
78,1127,243,11,42,831,201,710
79,1139,254,7,47,831,206,715
80,1157,268,10,48,831,213,725
81,1161,266,15,47,833,213,729
82,1171,274,16,47,834,216,733
83,1179,278,21,45,835,220,736
84,1188,284,18,48,838,227,737
85,1196,287,17,53,839,231,740
86,1208,300,16,51,841,235,748
87,1217,306,17,51,843,241,752
88,1223,312,17,50,844,243,756
89,1229,312,18,55,844,245,759
90,1241,322,18,55,846,247,767
91,1250,331,13,60,846,251,769
92,1255,331,18,59,847,254,772
93,1261,333,18,61,849,255,775
94,1275,342,22,61,850,264,779
95,1279,340,25,63,851,265,782
