ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked 1 turtles,masked 2 turtles
0,1500,1490,10,0,0,53,525
1,1500,1490,10,0,0,53,525
2,1500,1490,10,0,0,53,525
3,1500,1478,12,10,0,53,525
4,1500,1475,15,10,0,53,525
5,1500,1469,21,10,0,53,525
6,1500,1457,29,14,0,53,525
7,1500,1439,37,24,0,53,525
8,1500,1418,55,27,0,53,525
9,1500,1386,76,38,0,53,525
10,1500,1354,97,49,0,53,525
11,1500,1291,137,72,0,53,525
12,1500,1228,174,98,0,53,525
13,1500,1168,207,125,0,53,525
14,1500,1088,237,175,0,53,525
15,1500,1025,248,227,0,53,525
16,1500,929,277,294,0,53,525
17,1498,827,316,350,5,54,525
18,1500,739,332,424,5,54,525
19,1500,658,339,498,5,54,525
20,1500,561,337,596,6,54,526
21,1500,497,296,694,13,54,526
22,1499,421,286,777,15,54,526
23,1496,359,279,840,18,54,527
24,1493,303,248,920,22,54,527
25,1487,252,227,973,35,54,528
26,1476,216,189,1025,46,53,530
27,1463,186,160,1059,58,53,531
28,1444,160,128,1072,84,52,528
29,1425,141,111,1060,113,51,523
30,1396,121,105,1025,145,50,520
31,1370,105,88,998,179,49,509
32,1334,88,84,950,212,48,497
33,1294,79,73,900,242,45,490
34,1244,63,66,824,291,45,472
35,1192,51,57,738,346,45,455
36,1158,38,53,672,395,41,444
37,1130,45,46,607,432,39,441
38,1090,39,36,537,478,37,427
39,1062,33,33,473,523,36,416
40,1037,38,25,407,567,36,406
41,1011,40,24,352,595,35,389
42,979,35,24,300,620,35,369
43,971,40,23,265,643,35,362
44,966,48,18,239,661,36,358
45,951,51,17,204,679,36,350
46,941,51,11,188,691,36,343
47,935,52,12,168,703,35,339
48,934,59,14,143,718,35,337
49,925,60,14,124,727,34,332
50,930,70,11,109,740,32,333
51,927,73,9,103,742,32,330
52,924,80,9,85,750,33,329
53,924,87,8,76,753,33,328
54,925,94,6,67,758,32,327
55,931,101,5,62,763,32,330
56,936,106,5,54,771,33,331
57,941,112,5,51,773,33,331
58,950,122,7,45,776,33,334
59,954,127,9,41,777,34,335
60,954,132,7,35,780,33,333
61,958,137,8,32,781,31,334
62,968,147,5,34,782,31,336
63,973,147,9,33,784,31,339
64,979,153,11,29,786,33,340
65,984,157,10,28,789,33,342
66,992,164,9,28,791,34,345
67,996,169,7,28,792,34,345
68,1000,171,6,29,794,34,347
69,1005,173,9,28,795,34,347
70,1016,185,7,27,797,34,351
71,1027,197,6,27,797,34,356
72,1035,203,6,29,797,34,357
73,1044,210,5,32,797,34,361
74,1055,218,10,28,799,33,365
75,1061,221,10,30,800,33,369
76,1069,227,13,28,801,33,372
77,1078,233,13,31,801,34,376
78,1086,234,18,32,802,34,380
79,1100,248,16,33,803,34,387
80,1109,254,14,37,804,35,389
81,1121,264,15,37,805,35,392
82,1133,274,14,38,807,36,395
83,1147,283,15,42,807,36,402
84,1158,291,14,44,809,37,405
85,1164,297,12,46,809,36,407
86,1176,303,16,48,809,36,412
87,1183,301,23,49,810,36,417
88,1201,313,27,51,810,36,424
89,1206,311,33,51,811,36,427
90,1219,318,26,64,811,37,428
91,1231,323,30,65,813,38,431
92,1244,328,31,71,814,38,435
93,1256,334,33,74,815,38,438
94,1261,328,38,78,817,40,439
95,1273,333,37,85,818,41,443
96,1283,332,41,88,822,41,446
97,1291,331,41,95,824,41,449
98,1299,330,42,102,825,41,454
99,1308,332,42,108,826,43,458
100,1313,327,44,116,826,43,463
101,1324,326,46,124,828,43,469
102,1331,308,62,132,829,43,473
103,1340,301,66,142,831,43,477
104,1342,304,62,142,834,45,477
105,1353,296,62,158,837,45,482
106,1356,286,57,173,840,45,481
107,1365,285,58,180,842,45,483
108,1366,281,58,181,846,45,482
109,1373,278,56,190,849,45,489
110,1380,268,60,197,855,45,490
111,1383,261,62,200,860,46,489
112,1386,256,55,210,865,46,490
113,1389,250,52,215,872,46,491
114,1397,247,53,220,877,47,496
115,1405,248,51,223,883,46,501
116,1409,237,61,223,888,45,502
117,1414,231,62,226,895,45,505
118,1411,223,58,230,900,45,505
119,1412,217,63,222,910,45,508
120,1414,212,61,215,926,45,511
121,1416,209,57,219,931,47,511
122,1422,204,56,224,938,45,514
123,1426,204,52,224,946,47,516
124,1431,191,59,225,956,47,519
125,1436,188,61,226,961,47,523
126,1440,193,60,214,973,47,529
127,1443,190,57,217,979,47,536
128,1454,194,50,222,988,48,536
129,1455,194,43,221,997,48,533
