ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked turtles
490,1496,132,43,251,1070,787
491,1491,136,42,243,1070,784
492,1489,138,41,240,1070,786
493,1484,136,47,229,1072,787
494,1489,135,53,231,1070,785
495,1486,139,60,217,1070,781
496,1492,134,66,215,1077,786
497,1484,126,63,214,1081,781
498,1487,126,61,219,1081,782
499,1492,137,52,220,1083,785
500,1499,144,47,218,1090,789
501,1499,138,52,215,1094,788
502,1500,132,58,211,1099,787
503,1498,133,73,200,1092,784
504,1499,131,69,201,1098,785
505,1500,128,63,210,1099,787
506,1500,124,57,214,1105,787
507,1500,111,54,226,1109,789
508,1497,98,63,226,1110,786
509,1500,97,67,230,1106,786
510,1499,90,65,234,1110,784
511,1498,99,57,235,1107,782
512,1497,103,54,233,1107,783
513,1499,113,43,236,1107,785
514,1500,118,48,227,1107,787
515,1498,119,43,228,1108,785
516,1500,124,49,224,1103,784
517,1500,122,55,226,1097,786
518,1500,125,50,227,1098,789
519,1499,129,55,217,1098,790
520,1500,141,52,214,1093,789
521,1494,145,49,208,1092,786
522,1500,143,56,210,1091,789
523,1500,141,59,209,1091,787
524,1500,142,61,204,1093,786
525,1497,133,72,198,1094,785
526,1500,137,62,207,1094,788
527,1494,139,62,201,1092,787
528,1500,143,61,208,1088,786
529,1497,140,58,212,1087,786
530,1498,137,62,215,1084,785
531,1500,135,59,219,1087,786
532,1495,138,56,220,1081,781
533,1499,137,61,225,1076,780
534,1499,134,67,224,1074,781
535,1499,137,61,223,1078,779
536,1497,134,59,227,1077,779
537,1498,135,52,236,1075,780
538,1496,134,50,239,1073,779
539,1500,139,53,237,1071,782
540,1499,141,54,231,1073,782
541,1500,147,60,227,1066,783
542,1496,150,63,220,1063,781
543,1498,157,63,218,1060,781
544,1499,162,59,224,1054,778
545,1500,166,56,226,1052,776
546,1500,168,59,222,1051,776
547,1499,165,58,223,1053,778
548,1500,165,64,222,1049,776
549,1497,160,66,225,1046,774
550,1496,170,62,225,1039,774
551,1498,171,65,220,1042,775
552,1499,165,70,221,1043,776
553,1500,160,71,227,1042,777
554,1499,154,71,228,1046,776
555,1500,158,69,235,1038,774
556,1500,142,73,246,1039,774
557,1498,130,80,246,1042,775
558,1500,134,82,246,1038,774
559,1500,131,77,248,1044,773
560,1498,126,69,261,1042,772
561,1497,112,70,265,1050,773
562,1500,118,62,274,1046,775
563,1494,117,63,271,1043,773
564,1490,112,59,270,1049,772
565,1492,110,62,272,1048,769
566,1498,106,67,275,1050,767
567,1499,107,70,268,1054,767
568,1497,105,63,269,1060,762
569,1497,107,66,270,1054,767
570,1498,114,59,270,1055,763
571,1498,121,55,266,1056,763
572,1500,119,60,268,1053,762
573,1498,125,52,265,1056,762
574,1498,134,50,251,1063,762
575,1500,132,59,239,1070,762
576,1496,122,59,241,1074,757
577,1494,117,70,234,1073,755
578,1496,125,67,235,1069,756
579,1498,123,68,239,1068,762
580,1499,124,67,238,1070,765
581,1498,116,73,242,1067,765
582,1500,127,75,236,1062,763
583,1499,128,67,245,1059,761
584,1495,130,64,240,1061,760
585,1500,136,60,243,1061,761
586,1499,134,70,241,1054,759
587,1495,135,65,245,1050,758
588,1499,133,77,244,1045,760
589,1500,130,81,253,1036,761
590,1497,136,80,251,1030,758
591,1498,136,72,268,1022,758
592,1494,149,58,270,1017,758
593,1498,151,56,268,1023,762
594,1496,150,62,267,1017,764
595,1500,144,72,267,1017,766
596,1500,142,83,263,1012,766
597,1496,146,84,253,1013,762
598,1500,159,72,261,1008,764
599,1495,156,61,271,1007,762
600,1499,153,56,277,1013,765
601,1498,146,63,270,1019,764
602,1498,150,70,270,1008,768
603,1495,153,72,266,1004,764
604,1493,150,72,265,1006,758
605,1497,161,71,260,1005,761
606,1500,164,65,260,1011,759
607,1500,155,70,259,1016,756
608,1499,154,67,262,1016,758
609,1500,155,66,265,1014,759
610,1500,141,75,272,1012,758
611,1498,132,79,275,1012,759
612,1492,138,78,266,1010,756
613,1496,138,77,262,1019,758
614,1493,140,65,264,1024,757
615,1490,136,69,264,1021,752
616,1496,139,71,270,1016,757
617,1498,142,62,281,1013,757
618,1496,138,70,272,1016,753
619,1495,137,72,270,1016,750
620,1496,142,68,273,1013,752
621,1494,138,77,270,1009,754
622,1493,137,83,264,1009,753
623,1491,129,74,275,1013,754
624,1497,135,72,276,1014,761
625,1500,131,69,280,1020,762
626,1500,126,72,282,1020,765
627,1500,126,72,277,1025,769
628,1495,121,73,271,1030,766
629,1500,114,77,276,1033,767
630,1497,119,66,278,1034,764
631,1498,123,67,273,1035,764
632,1500,125,62,279,1034,765
633,1499,125,59,283,1032,764
634,1497,124,67,273,1033,761
635,1500,126,64,275,1035,767
636,1498,117,72,272,1037,765
637,1496,116,65,266,1049,765
638,1495,114,68,265,1048,761
639,1498,125,62,259,1052,763
640,1497,123,65,254,1055,762
641,1496,125,60,260,1051,763
642,1497,125,62,259,1051,759
643,1495,122,68,252,1053,756
644,1494,127,67,247,1053,756
645,1498,130,65,251,1052,757
646,1498,130,66,249,1053,759
647,1498,128,68,243,1059,753
648,1498,124,68,250,1056,752
649,1500,121,67,250,1062,754
650,1500,109,69,257,1065,758
651,1499,112,67,251,1069,757
652,1500,113,56,257,1074,757
653,1500,115,53,252,1080,754
654,1497,116,42,259,1080,754
655,1495,122,46,248,1079,754
656,1500,129,47,243,1081,756
657,1500,125,53,241,1081,759
658,1499,116,68,231,1084,763
659,1500,122,58,230,1090,766
660,1500,128,58,226,1088,765
661,1499,133,50,228,1088,765
662,1497,131,47,228,1091,762
663,1500,145,44,222,1089,765
664,1497,136,56,212,1093,767
665,1500,140,54,213,1093,772
666,1497,158,48,202,1089,767
667,1500,166,47,200,1087,764
668,1500,150,56,200,1094,765
669,1498,152,60,197,1089,764
670,1500,147,74,194,1085,765
671,1500,151,70,199,1080,764
672,1499,153,56,216,1074,765
673,1499,148,58,213,1080,764
674,1500,144,60,223,1073,764
675,1498,143,65,212,1078,762
676,1500,148,62,210,1080,763
677,1500,140,63,218,1079,763
678,1500,135,62,229,1074,765
679,1499,137,65,225,1072,764
680,1498,129,69,227,1073,766
681,1499,131,62,238,1068,768
682,1495,128,67,233,1067,761
683,1499,129,61,240,1069,763
684,1499,128,56,250,1065,764
685,1500,131,50,253,1066,763
686,1496,130,54,244,1068,760
687,1500,136,57,239,1068,761
688,1498,133,62,234,1069,759
689,1500,126,67,237,1070,758
690,1500,122,71,235,1072,757
691,1496,112,76,234,1074,757
692,1498,122,65,236,1075,758
693,1500,125,66,237,1072,758
694,1499,126,63,245,1065,759
695,1492,126,58,245,1063,754
696,1493,130,67,238,1058,751
697,1496,128,69,239,1060,752
698,1494,133,62,239,1060,750
699,1499,133,67,238,1061,751
700,1496,129,71,241,1055,750
701,1498,132,66,246,1054,748
702,1500,134,67,244,1055,747
703,1499,127,65,257,1050,747
704,1500,128,59,261,1052,750
705,1498,127,64,256,1051,750
706,1500,131,66,248,1055,752
707,1497,126,62,256,1053,753
708,1500,127,63,249,1061,759
709,1497,124,60,245,1068,758
710,1499,125,62,253,1059,757
711,1496,113,73,250,1060,753
712,1497,113,76,247,1061,754
713,1497,125,75,243,1054,754
714,1497,123,67,251,1056,754
715,1498,128,64,255,1051,758
716,1500,118,74,258,1050,756
717,1499,126,77,248,1048,753
718,1498,121,76,249,1052,751
719,1500,117,73,257,1053,753
720,1500,120,58,270,1052,756
721,1494,124,59,258,1053,752
722,1500,127,54,265,1054,759
723,1495,124,51,263,1057,757
724,1496,118,60,260,1058,754
725,1499,128,62,257,1052,755
726,1498,132,69,257,1040,757
727,1500,137,65,259,1039,757
728,1497,136,64,255,1042,752
729,1492,128,68,250,1046,751
730,1498,134,66,252,1046,750
731,1500,131,75,248,1046,754
732,1499,138,61,251,1049,756
733,1498,143,66,245,1044,755
734,1498,147,64,237,1050,754
735,1500,148,54,247,1051,756
736,1496,135,65,239,1057,758
737,1500,132,63,241,1064,760
738,1500,136,63,241,1060,759
739,1500,130,66,245,1059,757
740,1500,125,68,250,1057,759
741,1498,121,64,254,1059,758
742,1498,122,70,247,1059,760
743,1499,127,63,249,1060,758
744,1499,123,69,247,1060,754
745,1499,120,68,257,1054,752
746,1499,122,71,246,1060,753
747,1499,127,67,249,1056,751
748,1499,133,56,253,1057,750
749,1493,121,64,249,1059,747
750,1500,130,58,254,1058,750
751,1497,130,61,247,1059,752
752,1500,134,61,247,1058,755
753,1499,137,53,254,1055,755
754,1500,139,52,251,1058,753
755,1499,144,59,240,1056,751
756,1498,143,54,242,1059,753
757,1499,144,68,235,1052,755
758,1498,139,69,238,1052,759
759,1496,144,72,231,1049,755
760,1500,148,72,236,1044,758
761,1494,138,69,244,1043,755
762,1488,132,70,238,1048,749
763,1490,131,72,236,1051,752
764,1494,139,60,242,1053,755
765,1497,134,63,250,1050,756
766,1500,134,67,249,1050,756
767,1500,131,74,246,1049,760
768,1497,118,73,248,1058,758
769,1498,117,75,258,1048,757
770,1498,122,58,264,1054,758
771,1500,118,69,267,1046,757
772,1498,116,61,275,1046,754
773,1500,117,71,273,1039,756
774,1500,117,69,271,1043,758
775,1499,131,60,262,1046,756
776,1500,126,57,266,1051,758
777,1500,129,42,273,1056,758
778,1499,129,48,258,1064,760
779,1499,137,46,254,1062,763
780,1498,136,52,251,1059,765
781,1497,127,65,243,1062,764
782,1499,126,75,236,1062,767
783,1500,129,75,233,1063,766
784,1498,126,73,228,1071,765
785,1497,124,67,238,1068,763
786,1496,130,65,229,1072,761
787,1500,128,66,236,1070,762
788,1499,134,65,233,1067,763
789,1500,123,61,237,1079,764
790,1499,117,66,230,1086,763
791,1493,119,59,228,1087,761
792,1497,115,57,237,1088,765
793,1500,126,55,239,1080,769
794,1500,120,57,241,1082,769
795,1499,121,53,247,1078,768
796,1498,123,54,250,1071,769
797,1496,125,54,249,1068,765
798,1498,128,55,243,1072,764
799,1498,139,54,231,1074,764
800,1499,138,58,228,1075,765
801,1500,134,60,227,1079,767
802,1500,128,66,223,1083,767
803,1500,141,57,219,1083,766
804,1498,137,56,222,1083,765
805,1494,140,46,225,1083,764
806,1492,145,50,218,1079,762
807,1498,148,59,210,1081,767
808,1500,138,71,214,1077,770
809,1500,137,73,209,1081,773
810,1496,137,75,209,1075,770
811,1493,134,65,223,1071,771
812,1495,138,62,229,1066,773
813,1498,143,62,229,1064,770
814,1500,143,59,235,1063,767
815,1498,127,76,233,1062,764
816,1499,128,73,240,1058,764
817,1497,123,77,236,1061,762
818,1499,124,70,243,1062,761
819,1498,120,63,248,1067,763
820,1499,117,64,251,1067,764
821,1500,109,65,257,1069,764
822,1497,103,71,257,1066,763
823,1500,103,66,264,1067,762
824,1500,112,52,271,1065,762
825,1498,114,61,253,1070,760
826,1498,118,56,256,1068,758
827,1499,120,57,254,1068,754
828,1497,126,60,246,1065,749
829,1497,127,57,252,1061,750
830,1499,125,58,249,1067,751
831,1500,114,69,245,1072,751
832,1492,119,62,242,1069,746
833,1483,111,65,230,1077,739
834,1485,112,59,236,1078,741
835,1482,110,54,240,1078,740
836,1491,116,55,238,1082,748
837,1498,117,63,235,1083,756
838,1496,124,68,224,1080,757
839,1498,121,72,228,1077,758
840,1500,125,70,223,1082,760
841,1498,131,57,238,1072,760
842,1497,123,64,242,1068,760
843,1500,117,73,234,1076,762
844,1500,112,73,236,1079,762
845,1498,108,67,246,1077,761
846,1495,113,54,252,1076,766
847,1498,119,54,252,1073,770
848,1499,129,53,245,1072,773
849,1499,136,56,239,1068,773
850,1500,133,59,240,1068,776
851,1500,121,71,238,1070,778
852,1499,122,67,245,1065,776
853,1499,118,80,239,1062,776
854,1499,125,67,250,1057,775
855,1498,131,58,246,1063,780
856,1500,132,66,240,1062,780
857,1500,131,59,251,1059,780
858,1499,134,53,250,1062,782
859,1498,138,53,244,1063,782
860,1495,143,55,234,1063,782
861,1498,145,56,233,1064,785
862,1500,144,68,228,1060,785
863,1499,136,71,232,1060,783
864,1497,130,74,237,1056,784
865,1497,124,75,242,1056,783
866,1500,133,70,246,1051,785
867,1500,129,68,255,1048,784
868,1498,134,62,255,1047,786
869,1491,128,67,248,1048,785
870,1498,132,67,252,1047,789
871,1493,141,63,243,1046,790
872,1496,137,64,249,1046,791
873,1498,140,60,255,1043,792
874,1499,147,65,250,1037,795
875,1500,144,67,253,1036,792
876,1499,143,61,264,1031,792
877,1500,140,67,261,1032,793
878,1500,134,70,259,1037,797
879,1495,127,77,257,1034,797
880,1497,133,73,250,1041,798
881,1498,134,65,254,1045,799
882,1492,133,60,253,1046,796
