ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked turtles
0,1500,1490,10,0,0,1500
1,1500,1490,10,0,0,1500
2,1500,1490,10,0,0,1500
3,1500,1476,14,10,0,1500
4,1500,1470,20,10,0,1500
5,1500,1460,30,10,0,1500
6,1500,1452,36,12,0,1500
7,1500,1430,45,25,0,1500
8,1500,1394,74,32,0,1500
9,1500,1358,100,42,0,1500
10,1500,1315,128,57,0,1500
11,1500,1263,157,80,0,1500
12,1500,1192,190,118,0,1500
13,1500,1111,232,157,0,1500
14,1500,1014,277,209,0,1500
15,1500,928,311,261,0,1500
16,1500,851,308,341,0,1500
17,1499,768,305,419,7,1499
18,1500,680,302,511,7,1500
19,1500,612,282,599,7,1500
20,1500,544,276,672,8,1500
21,1497,485,250,747,15,1497
22,1496,441,218,820,17,1496
23,1498,391,206,879,22,1498
24,1496,353,186,927,30,1496
25,1489,303,190,957,39,1489
26,1472,250,192,975,55,1472
27,1460,213,182,990,75,1460
28,1443,180,174,984,105,1443
29,1415,149,153,987,126,1415
30,1385,121,138,957,169,1385
31,1353,95,125,913,220,1353
32,1310,74,111,858,267,1310
33,1275,56,97,804,318,1275
34,1237,42,87,758,350,1237
35,1194,40,59,705,390,1194
36,1162,38,49,644,431,1162
37,1130,32,37,596,465,1130
38,1097,26,31,549,491,1097
39,1072,24,29,502,517,1072
40,1049,20,29,455,545,1049
41,1033,19,25,411,578,1033
42,1013,21,20,373,599,1013
43,997,23,22,321,631,997
44,973,23,17,280,653,973
45,956,21,16,242,677,956
46,946,24,13,209,700,946
47,936,30,15,178,713,936
48,928,36,11,155,726,928
49,917,38,13,124,742,917
50,913,46,13,105,749,913
51,914,54,10,89,761,914
52,910,52,13,76,769,910
53,919,62,9,75,773,919
54,926,70,11,67,778,926
55,927,76,11,58,782,927
56,928,82,4,57,785,928
57,935,88,5,56,786,935
58,937,92,8,48,789,937
59,941,99,9,43,790,941
60,948,106,9,41,792,948
61,953,110,9,40,794,953
62,959,119,7,38,795,959
63,968,126,6,37,799,968
64,977,134,5,39,799,977
65,983,141,7,34,801,983
66,986,144,7,33,802,986
67,993,150,8,30,805,993
68,1002,155,10,31,806,1002
69,1013,161,14,31,807,1013
70,1019,169,13,28,809,1019
71,1028,173,13,31,811,1028
72,1035,177,17,30,811,1035
73,1044,184,13,35,812,1044
74,1053,189,14,37,813,1053
75,1059,193,12,40,814,1059
76,1072,204,13,39,816,1072
77,1083,214,11,40,818,1083
78,1096,224,12,41,819,1096
79,1103,225,13,46,819,1103
80,1115,233,16,46,820,1115
81,1119,230,19,49,821,1119
82,1132,240,21,49,822,1132
83,1141,236,28,55,822,1141
84,1149,234,32,57,826,1149
85,1160,242,33,57,828,1160
86,1172,246,33,65,828,1172
87,1182,247,31,72,832,1182
88,1188,249,27,77,835,1188
89,1199,252,30,80,837,1199
90,1214,261,32,84,837,1214
91,1225,264,32,90,839,1225
92,1235,264,37,94,840,1235
93,1241,264,38,98,841,1241
94,1252,264,37,108,843,1252
95,1262,263,38,114,847,1262
96,1274,261,44,121,848,1274
97,1290,258,57,123,852,1290
98,1291,251,58,129,853,1291
99,1299,242,65,138,854,1299
100,1306,237,64,149,856,1306
101,1311,228,68,151,864,1311
102,1313,211,74,162,866,1313
103,1321,210,73,168,870,1321
104,1329,198,75,183,873,1329
105,1327,181,75,193,878,1327
106,1330,175,65,207,883,1330
107,1336,162,71,216,887,1336
108,1343,160,60,227,896,1343
109,1344,158,55,232,899,1344
110,1353,154,60,237,902,1353
111,1359,150,54,249,906,1359
112,1360,147,56,246,911,1360
113,1366,146,52,249,919,1366
114,1363,137,51,248,927,1363
115,1362,129,53,249,931,1362
116,1359,126,56,239,938,1359
117,1361,116,60,241,944,1361
118,1360,115,58,231,956,1360
119,1361,109,53,230,969,1361
120,1357,100,55,224,978,1357
121,1361,105,47,224,985,1361
122,1375,126,38,212,999,1375
123,1377,121,39,210,1007,1377
124,1385,125,34,211,1015,1385
125,1386,122,41,198,1025,1386
126,1391,124,43,195,1029,1391
127,1391,119,44,191,1037,1391
128,1387,114,48,184,1041,1387
129,1394,110,51,180,1053,1394
130,1405,112,48,184,1061,1405
131,1412,109,47,182,1074,1412
132,1417,108,47,182,1080,1417
133,1417,108,44,179,1086,1417
134,1425,109,49,173,1094,1425
135,1433,108,51,171,1103,1433
136,1439,107,53,171,1108,1439
137,1442,113,50,171,1108,1442
138,1439,110,46,171,1112,1439
139,1447,107,45,178,1117,1447
140,1455,109,45,184,1117,1455
141,1462,114,47,182,1119,1462
142,1473,119,42,186,1126,1473
143,1475,115,49,186,1125,1475
144,1480,118,56,183,1123,1480
145,1489,122,64,180,1123,1489
146,1499,132,68,184,1115,1499
147,1497,137,74,185,1101,1497
148,1499,150,74,196,1079,1499
149,1499,158,81,196,1064,1499
150,1499,181,78,211,1029,1499
151,1500,211,85,217,987,1500
152,1497,227,97,224,949,1497
153,1499,253,111,230,905,1499
154,1500,267,114,240,879,1500
155,1500,274,119,263,844,1500
156,1499,273,136,278,812,1499
157,1499,258,157,300,784,1499
158,1499,255,163,317,764,1499
159,1500,242,167,347,744,1500
160,1494,221,169,382,722,1494
161,1497,208,172,418,699,1497
162,1496,182,191,432,691,1496
163,1497,173,196,461,667,1497
164,1500,157,192,491,660,1500
165,1492,131,193,523,645,1492
166,1490,120,187,552,631,1490
167,1484,98,178,586,622,1484
168,1487,89,160,615,623,1487
169,1476,74,141,636,625,1476
170,1478,61,126,655,636,1478
171,1468,58,114,657,639,1468
172,1466,56,102,661,647,1466
173,1454,50,86,655,663,1454
174,1446,39,84,633,690,1446
175,1431,37,79,602,713,1431
176,1418,30,73,588,727,1418
177,1403,27,59,570,747,1403
178,1386,29,47,534,776,1386
179,1371,28,39,498,806,1371
180,1353,30,30,464,829,1353
181,1332,32,30,417,853,1332
182,1319,31,32,374,882,1319
183,1292,35,26,328,903,1292
184,1270,32,26,286,926,1270
185,1262,35,24,261,942,1262
186,1256,41,21,236,958,1256
187,1248,50,24,205,969,1248
188,1242,54,25,182,981,1242
189,1241,55,26,168,992,1241
190,1239,60,24,154,1001,1239
191,1231,60,27,132,1012,1231
192,1225,61,24,121,1019,1225
193,1230,71,22,111,1026,1230
194,1233,78,18,102,1035,1233
195,1238,83,17,101,1037,1238
196,1245,90,18,98,1039,1245
197,1254,99,18,93,1044,1254
198,1262,106,23,89,1044,1262
199,1262,111,18,85,1048,1262
200,1272,122,18,83,1049,1272
201,1286,134,19,84,1049,1286
202,1297,142,18,87,1050,1297
203,1299,142,25,79,1053,1299
204,1311,152,28,79,1052,1311
205,1322,158,33,77,1054,1322
206,1334,167,30,77,1060,1334
207,1341,176,27,80,1058,1341
208,1354,189,26,81,1058,1354
209,1364,197,26,82,1059,1364
210,1376,205,27,83,1061,1376
211,1380,198,36,85,1061,1380
212,1392,206,32,91,1063,1392
213,1405,209,39,92,1065,1405
214,1416,216,35,101,1064,1416
215,1423,218,40,103,1062,1423
216,1431,228,36,104,1063,1431
217,1442,232,33,118,1059,1442
218,1452,230,41,121,1060,1452
219,1466,230,48,127,1061,1466
220,1479,235,54,127,1063,1479
221,1484,243,52,130,1059,1484
222,1492,240,54,138,1060,1492
223,1499,236,60,142,1061,1499
224,1500,224,62,153,1061,1500
225,1500,210,70,160,1060,1500
226,1500,198,74,167,1061,1500
227,1500,182,72,184,1062,1500
228,1500,166,83,188,1063,1500
229,1500,154,85,198,1063,1500
230,1500,145,75,212,1068,1500
231,1500,147,60,221,1072,1500
232,1495,128,62,235,1070,1495
233,1500,128,61,245,1066,1500
234,1498,122,68,247,1061,1498
235,1498,116,67,250,1065,1498
236,1499,108,69,256,1066,1499
237,1500,101,68,263,1068,1500
238,1500,101,70,263,1066,1500
239,1499,105,65,268,1061,1499
240,1498,108,57,274,1059,1498
241,1493,112,55,265,1061,1493
242,1496,119,54,269,1054,1496
243,1500,122,57,264,1057,1500
244,1497,124,62,253,1058,1497
245,1490,122,65,246,1057,1490
246,1482,117,66,239,1060,1482
247,1487,128,62,238,1059,1487
248,1495,126,70,241,1058,1495
249,1496,131,63,250,1052,1496
250,1500,132,69,242,1057,1500
251,1500,140,65,239,1056,1500
252,1500,137,57,244,1062,1500
253,1497,126,59,246,1066,1497
254,1494,124,63,240,1067,1494
255,1500,128,70,238,1064,1500
256,1498,121,77,230,1070,1498
257,1500,116,72,243,1069,1500
258,1498,110,71,246,1071,1498
259,1500,107,66,252,1075,1500
260,1500,101,60,256,1083,1500
261,1498,108,53,258,1079,1498
262,1500,103,57,260,1080,1500
263,1498,102,56,249,1091,1498
264,1493,103,52,249,1089,1493
265,1495,102,59,248,1086,1495
266,1493,112,52,243,1086,1493
267,1499,118,57,235,1089,1499
268,1499,117,56,236,1090,1499
269,1499,117,50,240,1092,1499
270,1499,112,64,234,1089,1499
271,1499,119,55,231,1094,1499
272,1500,117,61,227,1095,1500
273,1496,111,62,222,1101,1496
274,1494,121,52,218,1103,1494
275,1496,113,61,211,1111,1496
276,1500,119,49,218,1114,1500
277,1498,119,52,215,1112,1498
278,1497,119,50,215,1113,1497
279,1500,121,44,218,1117,1500
280,1497,116,50,210,1121,1497
281,1499,116,55,212,1116,1499
282,1500,124,52,211,1113,1500
283,1499,126,53,202,1118,1499
284,1498,128,48,214,1108,1498
285,1499,131,49,207,1112,1499
286,1497,134,47,208,1108,1497
287,1500,123,62,203,1112,1500
288,1498,135,60,200,1103,1498
289,1500,149,59,200,1092,1500
290,1498,159,57,198,1084,1498
291,1499,163,55,206,1075,1499
292,1500,167,64,205,1064,1500
293,1492,175,69,199,1049,1492
294,1499,186,80,210,1023,1499
295,1498,196,92,208,1002,1498
296,1496,194,92,217,993,1496
297,1500,197,98,229,976,1500
298,1498,200,103,239,956,1498
299,1500,198,115,254,933,1500
300,1500,195,123,266,916,1500
301,1497,196,128,279,894,1497
302,1500,208,124,299,869,1500
303,1500,198,127,324,851,1500
304,1498,194,125,340,839,1498
305,1500,180,135,354,831,1500
306,1500,159,145,374,822,1500
307,1500,141,139,404,816,1500
308,1494,124,143,416,811,1494
309,1499,126,123,445,805,1499
310,1496,112,118,461,805,1496
311,1500,106,106,481,807,1500
312,1496,85,111,481,819,1496
313,1488,75,113,474,826,1488
314,1484,73,108,479,824,1484
315,1479,65,95,491,828,1479
316,1475,69,79,485,842,1475
317,1473,65,74,475,859,1473
318,1469,62,69,460,878,1469
319,1467,62,61,451,893,1467
320,1457,55,59,432,911,1457
321,1442,50,51,411,930,1442
322,1435,54,44,397,940,1435
323,1424,54,41,370,959,1424
324,1417,58,46,337,976,1417
325,1400,64,38,312,986,1400
326,1399,74,36,292,997,1399
327,1396,72,36,281,1007,1396
328,1391,72,41,262,1016,1391
329,1385,75,47,234,1029,1385
330,1389,85,46,216,1042,1389
331,1382,88,47,198,1049,1382
332,1382,92,39,193,1058,1382
333,1383,98,37,182,1066,1383
334,1390,102,38,177,1073,1390
335,1388,109,36,165,1078,1388
336,1394,113,38,157,1086,1394
337,1395,108,38,154,1095,1395
338,1406,111,40,157,1098,1406
339,1405,112,39,152,1102,1405
340,1414,122,39,152,1101,1414
341,1422,127,37,152,1106,1422
342,1437,142,37,150,1108,1437
343,1445,143,40,155,1107,1445
344,1460,156,42,152,1110,1460
345,1473,162,49,152,1110,1473
346,1475,163,54,145,1113,1475
347,1492,170,56,149,1117,1492
348,1498,173,67,146,1112,1498
349,1500,162,65,160,1113,1500
350,1500,152,72,167,1109,1500
351,1499,146,75,172,1106,1499
352,1500,141,70,181,1108,1500
353,1500,134,69,186,1111,1500
354,1500,116,67,203,1114,1500
355,1500,111,64,212,1113,1500
356,1500,101,72,217,1110,1500
357,1497,97,73,219,1108,1497
358,1499,95,73,231,1100,1499
359,1500,84,72,245,1099,1500
360,1500,87,62,253,1098,1500
361,1498,85,62,254,1097,1498
362,1498,84,54,267,1093,1498
363,1500,96,46,264,1094,1500
364,1499,96,47,259,1097,1499
365,1500,101,48,257,1094,1500
366,1498,93,59,251,1095,1498
367,1500,90,62,250,1098,1500
368,1499,93,63,235,1108,1499
369,1500,97,63,229,1111,1500
370,1500,96,57,240,1107,1500
371,1496,100,54,240,1102,1496
372,1499,111,54,234,1100,1499
373,1492,119,51,222,1100,1492
374,1497,124,48,224,1101,1497
375,1500,133,40,221,1106,1500
376,1500,127,54,210,1109,1500
