ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked 1 turtles,masked 2 turtles
0,1500,1490,10,0,0,258,750
1,1500,1490,10,0,0,258,750
2,1500,1490,10,0,0,258,750
3,1500,1484,6,10,0,258,750
4,1500,1481,9,10,0,258,750
5,1500,1477,13,10,0,258,750
6,1500,1471,16,13,0,258,750
7,1500,1462,20,18,0,258,750
8,1500,1445,36,19,0,258,750
9,1500,1434,42,24,0,258,750
10,1500,1419,52,29,0,258,750
11,1500,1396,58,46,0,258,750
12,1500,1373,68,59,0,258,750
13,1500,1345,86,69,0,258,750
14,1500,1311,96,93,0,258,751
15,1500,1263,121,116,0,258,751
16,1500,1228,132,140,0,258,751
17,1500,1194,140,160,6,258,751
18,1500,1133,157,204,6,258,751
19,1500,1065,186,243,6,258,751
20,1500,1004,215,274,7,259,750
21,1500,949,218,322,11,260,750
22,1500,876,227,385,12,260,750
23,1500,810,235,440,15,259,751
24,1500,746,243,495,16,260,751
25,1500,690,245,539,26,260,750
26,1499,634,232,602,31,259,752
27,1499,579,226,657,37,258,753
28,1498,531,214,702,51,259,753
29,1495,487,208,739,61,258,754
30,1488,455,182,780,71,259,749
31,1478,423,169,803,83,259,745
32,1456,377,168,811,100,253,743
33,1440,344,148,826,122,250,740
34,1428,313,140,832,143,248,738
35,1409,289,128,823,169,246,731
36,1375,270,111,801,193,237,724
37,1354,258,99,775,222,235,713
38,1332,234,96,750,252,230,701
39,1305,208,105,712,280,224,688
40,1271,202,96,661,312,213,681
41,1242,182,87,627,346,208,668
42,1209,173,67,591,378,202,650
43,1182,163,62,552,405,200,633
44,1157,160,52,507,438,200,619
45,1131,156,45,470,460,198,605
46,1108,147,43,434,484,201,590
47,1085,144,42,393,506,199,578
48,1077,144,43,362,528,195,576
49,1065,144,40,330,551,194,569
50,1048,142,34,303,569,196,552
51,1042,140,39,279,584,199,546
52,1031,136,39,253,603,198,539
53,1024,132,43,239,610,195,536
54,1021,137,32,227,625,194,532
55,1010,139,24,207,640,194,520
56,998,141,17,187,653,192,510
57,995,142,18,172,663,193,507
58,991,144,20,156,671,193,504
59,993,151,19,144,679,200,500
60,991,153,15,134,689,200,497
61,986,153,14,128,691,202,490
62,987,155,13,123,696,200,491
63,987,156,16,114,701,202,489
64,993,168,12,104,709,204,489
65,991,168,13,98,712,205,486
66,993,170,14,94,715,207,486
67,997,175,16,87,719,206,485
68,1004,185,15,77,727,209,485
69,1011,189,16,71,735,210,486
70,1011,194,13,63,741,209,483
71,1018,202,12,60,744,211,486
72,1032,213,9,63,747,218,492
73,1047,224,11,61,751,221,499
74,1054,229,15,57,753,226,499
75,1060,235,14,54,757,228,500
