ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked turtles
0,1500,1490,10,0,0,1050
1,1500,1490,10,0,0,1050
2,1500,1490,10,0,0,1050
3,1500,1474,16,10,0,1050
4,1500,1462,28,10,0,1050
5,1500,1454,36,10,0,1050
6,1500,1432,50,18,0,1050
7,1500,1411,61,28,0,1050
8,1500,1365,92,43,0,1050
9,1500,1310,133,57,0,1050
10,1500,1255,168,77,0,1050
11,1500,1183,212,105,0,1050
12,1500,1091,251,158,0,1050
13,1500,980,314,206,0,1050
14,1500,861,369,270,0,1050
15,1500,739,404,357,0,1050
16,1500,595,442,463,0,1050
17,1500,483,454,556,7,1049
18,1500,388,432,673,7,1049
19,1500,307,368,818,7,1049
20,1499,222,333,933,11,1050
21,1494,169,285,1025,15,1048
22,1492,124,235,1110,23,1047
23,1485,83,192,1181,29,1043
24,1473,54,155,1228,36,1034
25,1458,31,139,1242,46,1024
26,1441,17,101,1243,80,1013
27,1417,17,61,1239,100,996
28,1389,9,45,1200,135,978
29,1359,9,29,1134,187,959
30,1304,6,21,1040,237,922
31,1259,5,15,945,294,894
32,1217,7,12,835,363,860
33,1139,7,12,694,426,801
34,1075,7,13,575,480,757
35,1035,8,16,474,537,730
36,999,12,19,377,591,697
37,965,14,17,300,634,671
38,938,17,17,235,669,652
39,922,19,16,196,691,642
40,904,22,12,149,721,626
41,892,25,11,110,746,617
42,884,28,10,88,758,611
43,886,38,8,69,771,614
44,897,50,7,62,778,614
45,900,56,7,56,781,615
46,903,64,8,50,781,617
47,914,73,9,47,785,625
48,924,80,9,47,788,629
49,938,92,10,48,788,639
50,944,95,12,47,790,642
51,949,102,11,43,793,644
52,954,106,11,43,794,649
53,962,116,8,43,795,656
54,967,124,6,39,798,663
55,980,134,8,38,800,673
56,995,150,8,36,801,685
57,1005,161,9,34,801,696
58,1011,164,11,32,804,697
59,1021,171,9,35,806,704
60,1033,181,12,34,806,713
61,1043,183,18,35,807,721
62,1051,187,19,36,809,727
63,1060,190,22,37,811,734
64,1075,204,20,39,812,742
65,1086,214,13,47,812,751
66,1097,220,16,48,813,760
67,1109,226,22,48,813,771
68,1123,238,22,48,815,780
69,1137,249,20,51,817,789
70,1149,256,20,55,818,800
71,1159,255,23,63,818,806
72,1170,262,24,64,820,813
73,1179,264,28,65,822,821
74,1189,262,35,70,822,830
75,1199,260,39,77,823,836
76,1205,256,43,80,826,842
77,1215,254,41,91,829,849
78,1228,256,43,99,830,859
79,1233,250,57,92,834,860
80,1250,256,57,101,836,873
81,1256,249,56,115,836,877
82,1268,250,52,129,837,888
83,1274,230,67,137,840,893
84,1284,225,66,149,844,901
85,1291,211,74,155,851,907
86,1298,195,85,165,853,912
87,1305,186,78,184,857,917
88,1315,177,75,201,862,925
89,1323,175,68,214,866,933
90,1325,164,60,232,869,934
91,1334,160,74,227,873,943
92,1344,155,73,237,879,948
93,1353,148,74,250,881,950
94,1358,147,70,256,885,958
95,1359,136,70,260,893,959
96,1357,126,72,261,898,955
97,1357,121,61,270,905,952
98,1360,105,71,268,916,948
99,1361,98,68,275,920,950
100,1367,92,69,280,926,953
101,1358,79,76,267,936,942
102,1348,69,66,270,943,933
103,1342,63,60,265,954,926
104,1344,65,42,266,971,925
105,1352,57,46,273,976,932
106,1350,60,46,260,984,927
107,1353,60,50,251,992,930
108,1349,63,40,249,997,926
109,1349,65,35,242,1007,928
110,1354,74,28,237,1015,930
111,1353,71,32,221,1029,934
112,1358,82,29,213,1034,937
113,1355,75,30,203,1047,933
114,1350,75,30,192,1053,929
115,1356,79,27,188,1062,935
116,1353,76,35,169,1073,934
117,1357,86,27,162,1082,941
118,1350,84,27,143,1096,935
119,1352,83,30,135,1104,940
120,1358,91,24,136,1107,942
