ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked 1 turtles,masked 2 turtles
0,1500,1490,10,0,0,350,525
1,1500,1490,10,0,0,350,525
2,1500,1490,10,0,0,350,525
3,1500,1483,7,10,0,350,525
4,1500,1477,13,10,0,350,525
5,1500,1476,14,10,0,350,525
6,1500,1467,19,14,0,350,525
7,1500,1456,25,19,0,350,525
8,1500,1439,38,23,0,350,525
9,1500,1416,58,26,0,350,525
10,1500,1398,67,35,0,350,525
11,1500,1349,101,50,0,350,525
12,1500,1307,118,75,0,350,525
13,1500,1275,134,91,0,350,525
14,1500,1231,143,126,0,350,525
15,1500,1167,164,169,0,350,525
16,1500,1089,203,208,0,350,525
17,1500,1027,233,234,6,350,524
18,1500,958,249,287,6,350,524
19,1500,870,269,355,6,350,524
20,1499,775,290,427,7,350,524
21,1500,705,298,488,9,351,525
22,1499,627,290,570,12,350,525
23,1500,552,280,653,15,350,526
24,1500,479,282,718,21,351,527
25,1498,412,280,777,29,351,528
26,1486,349,259,839,39,346,526
27,1483,293,243,899,48,347,525
28,1472,244,225,934,69,346,525
29,1457,197,201,971,88,341,525
30,1440,161,186,990,103,337,520
31,1426,134,156,1017,119,334,520
32,1400,101,148,1006,145,329,511
33,1375,81,116,995,183,327,504
34,1338,66,99,954,219,320,496
35,1304,55,72,929,248,309,484
36,1264,44,60,870,290,303,465
37,1225,38,53,801,333,296,454
38,1185,29,46,745,365,292,439
39,1159,33,37,685,404,285,425
40,1124,28,33,613,450,276,414
41,1094,29,30,547,488,269,403
42,1069,27,29,486,527,265,394
43,1038,33,25,412,568,255,386
44,1012,33,17,367,595,256,371
45,990,40,14,310,626,250,359
46,980,44,12,273,651,250,348
47,962,43,17,218,684,246,338
48,952,49,15,188,700,246,331
49,941,56,14,149,722,246,322
50,937,62,11,128,736,247,315
51,938,69,9,116,744,247,316
52,938,77,7,100,754,249,313
53,941,83,6,89,763,252,311
54,944,92,8,76,768,251,309
55,948,96,10,68,774,254,310
56,951,102,11,59,779,256,311
57,956,107,9,56,784,258,311
58,960,116,6,47,791,256,312
59,972,127,5,44,796,262,317
60,981,137,6,40,798,262,322
61,986,142,7,39,798,264,322
62,993,149,7,36,801,266,324
63,1002,157,8,35,802,270,326
64,1007,165,7,31,804,270,330
65,1017,175,5,30,807,274,332
66,1024,181,6,29,808,277,335
67,1039,190,12,28,809,285,336
68,1045,198,11,27,809,289,336
69,1055,208,11,26,810,290,338
70,1065,216,7,32,810,294,340
71,1074,220,8,33,813,298,341
72,1091,235,10,29,817,305,343
73,1099,241,12,28,818,306,346
74,1106,245,14,29,818,308,348
75,1120,256,13,32,819,313,351
76,1126,258,14,34,820,317,351
77,1136,263,18,35,820,321,354
78,1146,266,20,38,822,324,357
79,1168,285,21,38,824,336,358
80,1171,284,23,40,824,336,359
81,1178,281,22,49,826,338,361
82,1191,287,27,51,826,340,365
83,1204,295,28,55,826,344,367
84,1208,299,26,55,828,346,366
85,1210,297,21,63,829,346,368
86,1227,303,23,72,829,349,373
87,1234,302,28,74,830,352,373
88,1245,304,34,77,830,356,376
89,1253,298,42,79,834,358,376
90,1262,300,40,86,836,360,379
91,1272,297,46,91,838,363,382
92,1277,285,51,101,840,364,382
93,1286,278,57,109,842,367,385
94,1298,282,60,114,842,372,388
95,1302,273,56,123,850,375,387
96,1310,270,50,137,853,376,391
97,1316,258,55,147,856,377,391
98,1327,249,61,156,861,380,393
99,1327,239,66,157,865,378,394
100,1336,236,68,163,869,380,398
101,1342,228,63,180,871,384,399
102,1356,229,58,195,874,385,404
103,1366,226,58,204,878,390,405
104,1370,209,66,210,885,390,409
105,1381,206,60,225,890,395,411
106,1388,200,74,217,897,395,414
107,1391,197,65,227,902,397,413
108,1396,185,63,241,907,397,413
109,1400,172,75,235,918,396,413
110,1396,161,69,240,926,394,413
111,1399,161,68,241,929,396,411
112,1396,153,60,245,938,397,412
113,1395,144,54,255,942,393,414
114,1396,137,54,258,947,393,417
115,1398,134,58,250,956,400,418
116,1401,138,53,246,964,404,415
117,1403,133,52,246,972,404,415
118,1414,139,47,245,983,410,414
119,1412,134,49,237,992,409,416
120,1416,128,51,241,996,409,420
121,1421,125,50,235,1011,411,421
122,1425,123,53,224,1025,414,420
123,1426,121,51,226,1028,417,419
124,1423,120,44,221,1038,416,418
125,1434,136,40,215,1043,417,418
126,1438,140,32,212,1054,416,421
127,1441,138,39,200,1064,422,418
128,1445,138,42,192,1073,426,416
129,1452,142,44,185,1081,430,417
130,1457,149,38,181,1089,433,418
131,1461,145,38,181,1097,437,418
132,1468,148,37,176,1107,441,417
133,1470,147,38,171,1114,442,417
134,1480,153,40,167,1120,445,419
135,1484,151,36,169,1128,450,419
136,1490,151,41,165,1133,450,420
137,1496,162,40,159,1135,456,421
138,1500,162,42,154,1142,458,423
139,1500,150,47,155,1148,459,423
140,1500,145,46,154,1155,456,425
141,1499,142,47,150,1160,456,426
142,1499,145,39,155,1160,457,424
143,1500,139,34,168,1159,456,427
144,1500,140,36,162,1162,456,426
145,1498,150,35,155,1158,459,424
146,1499,150,41,154,1154,462,423
147,1500,149,42,158,1151,463,422
148,1498,159,47,159,1133,462,421
149,1497,168,59,147,1123,463,420
150,1500,175,56,158,1111,464,421
151,1496,180,56,163,1097,464,420
152,1500,199,61,163,1077,466,421
153,1499,222,65,168,1044,464,422
154,1499,245,68,173,1013,463,422
155,1500,261,73,179,987,464,422
