ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked turtles
0,1500,1490,10,0,0,75
1,1500,1490,10,0,0,75
2,1500,1490,10,0,0,75
3,1500,1481,9,10,0,75
4,1500,1465,25,10,0,75
5,1500,1457,33,10,0,75
6,1500,1436,48,16,0,75
7,1500,1419,61,20,0,75
8,1500,1389,73,38,0,75
9,1500,1335,114,51,0,75
10,1500,1280,148,72,0,75
11,1500,1221,187,92,0,75
12,1500,1142,228,130,0,75
13,1500,1052,263,185,0,75
14,1500,941,316,243,0,75
15,1500,843,340,317,0,75
16,1500,729,384,387,0,75
17,1500,620,402,475,3,74
18,1500,496,416,585,3,74
19,1500,397,414,686,3,74
20,1497,307,381,804,5,74
21,1500,222,349,921,8,75
22,1495,168,290,1019,18,74
23,1493,122,248,1098,25,73
24,1485,85,207,1160,33,73
25,1474,60,148,1223,43,73
26,1459,47,114,1235,63,73
27,1435,40,75,1229,91,73
28,1409,28,52,1207,122,72
29,1378,23,40,1152,163,70
30,1337,15,39,1093,190,68
31,1292,9,36,1007,240,66
32,1245,5,33,907,300,65
33,1202,9,25,816,352,65
34,1147,12,15,706,414,62
35,1097,9,14,590,484,62
36,1045,12,12,480,541,61
37,1005,14,13,390,588,61
38,976,19,10,311,636,56
39,941,20,13,230,678,55
40,928,25,11,185,707,52
41,912,32,12,138,730,52
42,908,38,12,105,753,52
43,906,45,6,91,764,52
44,906,49,7,80,770,53
45,905,54,7,70,774,53
46,910,59,6,63,782,54
47,919,70,9,53,787,54
48,921,78,8,44,791,52
49,931,86,9,41,795,53
50,935,90,10,38,797,53
51,949,103,9,39,798,54
52,954,107,10,36,801,55
53,959,110,10,35,804,55
54,964,115,9,34,806,54
55,975,124,7,37,807,54
56,982,130,9,34,809,55
57,991,141,8,31,811,56
58,997,144,9,33,811,56
59,1008,151,12,32,813,56
60,1015,158,10,32,815,56
61,1019,160,9,35,815,56
62,1026,166,9,35,816,56
63,1036,177,7,36,816,56
64,1044,183,8,34,819,56
65,1057,194,9,34,820,57
66,1062,195,12,35,820,57
67,1073,204,13,35,821,58
68,1080,209,13,34,824,58
69,1087,215,13,33,826,58
70,1102,225,11,40,826,59
71,1107,226,16,38,827,60
72,1112,229,16,39,828,60
73,1120,234,15,42,829,60
74,1130,234,21,44,831,62
75,1141,238,25,45,833,62
76,1147,237,30,45,835,63
77,1156,240,31,49,836,62
78,1168,244,30,57,837,63
79,1177,247,29,63,838,63
80,1186,249,31,67,839,64
81,1194,242,37,74,841,65
82,1202,242,38,80,842,67
83,1212,242,42,85,843,67
84,1220,244,40,89,847,67
85,1235,246,42,99,848,68
86,1248,252,38,108,850,68
87,1265,259,36,116,854,68
88,1273,256,43,117,857,68
89,1282,253,45,126,858,68
90,1288,242,52,134,860,68
91,1297,237,56,139,865,68
92,1304,234,59,141,870,69
93,1311,222,62,151,876,69
94,1321,215,65,162,879,69
95,1323,204,66,169,884,69
96,1331,197,72,172,890,71
97,1342,192,71,186,893,71
98,1346,175,77,195,899,71
99,1346,168,67,206,905,72
100,1353,167,69,206,911,71
101,1358,154,71,220,913,71
102,1363,140,68,237,918,73
103,1364,124,77,236,927,73
104,1367,113,79,243,932,72
105,1372,111,73,253,935,72
106,1382,101,74,267,940,72
107,1382,86,79,264,953,72
108,1383,85,63,272,963,72
109,1387,84,56,273,974,72
110,1392,72,58,282,980,73
111,1401,76,52,280,993,73
112,1402,82,50,269,1001,73
113,1404,81,48,265,1010,73
114,1405,81,44,266,1014,74
115,1402,71,49,253,1029,75
116,1397,72,49,239,1037,75
117,1405,71,47,243,1044,77
118,1405,72,41,238,1054,77
119,1408,73,35,231,1069,78
120,1410,75,36,218,1081,77
121,1415,79,33,211,1092,77
122,1413,79,34,195,1105,78
123,1426,91,32,186,1117,79
124,1430,93,33,176,1128,79
125,1438,102,32,165,1139,79
126,1446,100,37,164,1145,80
127,1454,107,41,154,1152,80
128,1463,110,42,151,1160,79
129,1471,115,44,146,1166,80
130,1478,117,41,149,1171,80
131,1485,116,41,147,1181,80
132,1490,116,45,145,1184,79
133,1496,119,47,138,1192,79
134,1497,123,39,138,1197,78
135,1500,120,37,143,1200,79
136,1499,112,34,150,1203,79
137,1500,106,42,148,1204,80
138,1500,100,48,142,1210,80
139,1500,98,45,144,1213,79
140,1500,91,40,153,1216,79
141,1500,87,39,156,1218,78
142,1500,91,34,158,1217,77
143,1500,90,31,162,1217,77
144,1498,90,34,157,1217,77
145,1500,95,36,153,1216,78
146,1498,106,37,151,1204,78
147,1500,131,41,150,1178,79
148,1497,155,39,149,1154,79
149,1499,187,43,148,1121,79
150,1498,210,45,141,1102,79
151,1500,249,53,143,1055,79
152,1500,287,67,150,996,79
153,1500,320,78,156,946,79
154,1500,360,92,154,894,79
155,1500,399,113,156,832,78
156,1500,412,127,176,785,78
157,1497,414,154,185,744,78
158,1500,417,170,214,699,77
159,1500,403,190,243,664,78
160,1500,370,209,281,640,78
161,1497,333,221,323,620,78
162,1500,291,241,361,607,79
163,1499,250,226,422,601,79
164,1500,207,219,471,603,79
165,1500,171,192,533,604,79
166,1497,125,187,583,602,78
167,1497,106,172,615,604,76
168,1494,75,162,654,603,78
169,1493,51,149,689,604,78
170,1480,41,124,698,617,78
171,1477,41,88,720,628,77
172,1465,32,69,722,642,76
173,1454,27,57,714,656,76
174,1447,32,52,682,681,76
175,1436,30,55,644,707,74
176,1426,31,50,611,734,74
177,1394,22,46,555,771,73
178,1381,24,39,510,808,73
179,1351,26,34,450,841,71
180,1338,31,29,401,877,73
181,1326,36,28,362,900,73
182,1308,38,32,317,921,68
183,1293,45,32,274,942,66
184,1280,50,31,240,959,65
185,1277,63,25,206,983,65
186,1279,72,27,177,1003,65
187,1275,76,28,152,1019,64
188,1273,76,31,144,1022,63
189,1280,80,29,143,1028,62
190,1281,83,32,131,1035,62
191,1280,86,32,119,1043,60
192,1287,94,28,116,1049,59
193,1293,99,24,118,1052,59
194,1295,102,27,110,1056,59
195,1300,107,26,108,1059,59
196,1302,101,36,106,1059,60
197,1320,113,37,108,1062,61
198,1332,124,37,106,1065,63
199,1341,125,36,109,1071,62
200,1347,125,33,114,1075,62
201,1357,133,33,114,1077,64
202,1370,142,32,117,1079,64
203,1386,156,31,115,1084,66
204,1396,166,27,122,1081,65
205,1406,159,42,121,1084,65
206,1412,164,43,121,1084,67
207,1413,159,53,115,1086,67
208,1421,158,55,122,1086,69
209,1430,164,45,131,1090,70
210,1441,168,42,140,1091,70
211,1444,162,45,149,1088,70
212,1449,159,54,151,1085,70
213,1453,155,65,149,1084,69
214,1458,151,72,149,1086,69
215,1471,160,65,163,1083,70
216,1479,164,62,171,1082,69
217,1485,159,58,185,1083,68
218,1489,160,57,191,1081,67
219,1496,162,62,196,1076,67
220,1499,155,61,208,1075,68
221,1500,137,74,213,1076,68
222,1499,134,67,222,1076,68
223,1500,133,68,222,1077,68
224,1499,124,64,228,1083,68
225,1498,119,62,231,1086,68
226,1500,108,63,242,1087,68
227,1500,107,64,248,1081,67
228,1500,116,60,246,1078,67
229,1493,119,57,243,1074,68
230,1495,113,55,250,1077,68
231,1488,117,58,241,1072,67
232,1493,118,68,233,1074,67
233,1500,125,64,241,1070,68
234,1500,125,59,237,1079,67
235,1499,124,66,240,1069,67
236,1496,124,60,241,1071,65
237,1499,123,68,236,1072,65
238,1494,116,71,237,1070,65
239,1495,126,71,232,1066,65
240,1490,136,65,230,1059,66
241,1497,139,66,233,1059,66
242,1495,136,65,244,1050,66
243,1498,138,74,239,1047,66
244,1493,132,78,234,1049,66
245,1500,144,73,240,1043,66
246,1500,136,67,254,1043,66
247,1498,134,68,255,1041,66
248,1496,128,66,262,1040,66
249,1500,125,76,259,1040,67
250,1497,118,73,258,1048,67
251,1500,121,69,264,1046,67
252,1499,113,73,263,1050,67
253,1494,110,68,270,1046,67
254,1497,107,66,273,1051,67
255,1500,114,60,268,1058,68
256,1498,114,51,266,1067,68
257,1500,106,53,272,1069,68
258,1493,99,55,268,1071,68
259,1500,99,58,262,1081,70
260,1499,95,60,253,1091,71
261,1496,102,55,250,1089,71
262,1497,103,57,243,1094,71
263,1500,97,65,246,1092,71
264,1498,96,68,241,1093,71
265,1496,96,71,239,1090,70
266,1499,98,69,237,1095,70
267,1499,102,58,237,1102,70
268,1498,103,57,232,1106,70
269,1500,106,54,236,1104,70
270,1497,110,46,235,1106,70
271,1498,104,56,229,1109,70
272,1500,98,59,227,1116,69
273,1499,88,66,227,1118,70
274,1499,95,64,224,1116,69
275,1499,86,65,230,1118,69
276,1497,92,58,229,1118,69
277,1497,88,54,234,1121,70
278,1500,92,51,232,1125,69
279,1500,89,51,233,1127,69
280,1496,89,51,225,1131,69
281,1497,81,54,220,1142,70
282,1495,85,54,217,1139,71
283,1494,92,46,215,1141,71
284,1489,95,44,208,1142,72
285,1497,96,44,213,1144,73
286,1498,96,48,209,1145,72
287,1499,97,50,206,1146,73
288,1499,90,54,207,1148,73
289,1497,95,51,199,1152,73
290,1500,103,47,201,1149,74
291,1496,111,53,190,1142,74
292,1500,124,51,195,1130,75
293,1496,133,55,188,1120,75
294,1500,152,55,195,1098,75
295,1500,171,61,187,1081,75
296,1500,188,62,192,1058,75
297,1498,204,72,193,1029,75
298,1498,223,79,197,999,75
299,1500,241,86,200,973,75
300,1498,254,98,206,940,75
301,1500,245,110,224,921,74
