ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked 1 turtles,masked 2 turtles
0,1500,1490,10,0,0,205,1050
1,1500,1490,10,0,0,206,1050
2,1500,1490,10,0,0,206,1050
3,1500,1481,9,10,0,206,1050
4,1500,1472,18,10,0,206,1050
5,1500,1469,21,10,0,206,1050
6,1500,1463,24,13,0,206,1050
7,1500,1454,24,22,0,206,1050
8,1500,1437,33,30,0,206,1050
9,1500,1422,43,35,0,206,1050
10,1500,1408,50,42,0,206,1050
11,1500,1385,61,54,0,206,1050
12,1500,1359,71,70,0,206,1050
13,1500,1311,99,90,0,206,1050
14,1500,1266,132,102,0,206,1050
15,1500,1214,158,128,0,206,1050
16,1500,1151,190,159,0,206,1050
17,1500,1103,187,205,5,205,1050
18,1500,1041,207,247,5,205,1050
19,1500,977,209,309,5,205,1050
20,1500,905,229,358,8,205,1050
21,1499,826,256,405,12,207,1046
22,1498,752,268,462,16,206,1046
23,1500,679,278,525,18,209,1045
24,1499,611,278,590,20,210,1045
25,1500,555,266,655,24,215,1043
26,1498,483,250,734,31,218,1040
27,1496,426,247,779,44,220,1036
28,1494,379,226,840,49,221,1034
29,1491,338,203,887,63,222,1033
30,1482,288,189,925,80,218,1028
31,1456,244,189,917,106,215,1009
32,1445,215,169,932,129,214,1001
33,1421,186,158,917,160,213,980
34,1406,167,125,924,190,217,963
35,1375,138,117,909,211,214,941
36,1342,121,101,879,241,210,921
37,1313,103,95,842,273,209,900
38,1290,98,76,801,315,209,881
39,1253,82,67,753,351,204,856
40,1217,72,61,680,404,202,827
41,1203,67,54,636,446,204,810
42,1170,62,52,574,482,202,786
43,1141,56,43,520,522,200,763
44,1117,59,35,464,559,197,744
45,1101,53,32,430,586,193,733
46,1075,55,26,384,610,194,708
47,1060,61,24,342,633,197,690
48,1043,66,18,294,665,200,671
49,1030,66,17,259,688,196,662
50,1029,73,15,230,711,195,663
51,1016,76,17,202,721,193,653
52,1010,78,17,176,739,196,647
53,998,83,18,150,747,196,634
54,998,92,15,134,757,199,631
55,996,101,14,116,765,204,623
56,1000,107,12,111,770,208,622
57,999,117,9,96,777,210,619
58,1001,122,12,85,782,212,615
59,1010,134,14,73,789,223,616
60,1011,141,11,67,792,226,613
61,1023,151,12,63,797,231,619
62,1030,158,9,58,805,237,620
63,1045,166,15,54,810,245,625
64,1057,177,16,50,814,251,629
65,1065,183,16,50,816,252,634
66,1070,187,15,49,819,256,636
67,1073,190,9,54,820,256,638
68,1081,198,11,50,822,259,640
69,1087,202,12,49,824,262,641
70,1093,205,13,47,828,265,643
71,1103,216,12,46,829,271,643
72,1109,217,15,48,829,273,645
73,1118,221,19,48,830,278,645
74,1130,232,15,48,835,284,650
75,1144,245,15,49,835,292,652
76,1151,252,9,53,837,294,654
77,1158,255,12,53,838,297,657
78,1170,259,18,54,839,301,662
79,1179,269,17,54,839,306,665
80,1187,276,19,52,840,311,667
81,1198,291,16,50,841,314,674
82,1204,296,10,56,842,319,674
83,1214,304,10,57,843,324,676
84,1223,306,16,58,843,325,683
85,1235,316,19,56,844,330,688
86,1248,318,29,53,848,337,693
87,1260,325,28,58,849,342,700
88,1273,330,28,62,853,347,707
89,1283,334,29,67,853,352,710
90,1300,342,33,66,859,360,715
91,1309,349,30,70,860,362,721
92,1326,358,30,76,862,371,726
93,1333,354,34,81,864,374,730
94,1349,363,30,91,865,381,738
95,1358,367,37,86,868,385,741
96,1363,367,34,90,872,390,741
97,1374,369,31,102,872,396,745
98,1388,378,36,100,874,406,748
99,1406,386,34,111,875,417,754
100,1416,382,37,122,875,418,759
101,1417,364,52,124,877,421,760
102,1429,369,56,122,882,429,765
103,1432,361,58,127,886,430,765
104,1440,363,53,134,890,432,769
105,1453,360,51,149,893,437,773
106,1467,354,56,155,902,441,782
107,1473,340,70,157,906,442,787
108,1475,332,74,158,911,443,789
109,1489,333,70,174,912,452,794
110,1490,323,63,186,918,450,796
111,1494,318,55,196,925,451,796
112,1500,305,64,205,926,452,800
113,1499,295,66,205,933,452,799
114,1497,282,65,213,937,452,799
115,1499,271,62,224,942,456,797
116,1500,256,64,234,946,456,796
117,1499,240,73,234,952,454,795
118,1497,222,76,239,960,453,795
119,1495,223,65,238,969,451,793
120,1496,211,69,239,977,453,795
121,1500,201,63,251,985,455,797
122,1499,195,50,261,993,455,796
123,1499,187,52,256,1004,455,796
124,1495,184,43,253,1015,454,794
125,1496,182,50,236,1028,450,797
126,1497,175,53,236,1033,451,797
127,1500,172,49,240,1039,452,798
128,1498,166,50,234,1048,452,798
129,1498,167,45,228,1058,446,799
130,1500,160,47,225,1068,447,798
131,1500,158,41,228,1073,446,799
132,1500,153,42,218,1087,445,799
133,1497,152,42,211,1092,443,800
134,1496,150,46,205,1095,441,801
135,1494,151,44,195,1104,442,801
136,1499,159,41,184,1115,442,802
137,1499,159,39,184,1117,442,804
138,1497,166,28,180,1123,444,800
139,1500,168,29,175,1128,446,801
140,1500,168,22,177,1133,443,803
141,1500,173,24,167,1136,445,799
142,1500,172,28,158,1142,445,797
143,1500,176,28,150,1146,445,798
144,1500,171,31,144,1154,444,799
145,1500,172,33,139,1156,446,799
146,1500,176,35,135,1154,446,799
147,1500,188,34,131,1147,451,795
148,1499,191,29,130,1149,450,795
149,1494,192,34,128,1140,450,791
150,1496,213,30,124,1129,451,792
151,1500,242,33,118,1107,451,795
152,1500,258,38,108,1096,454,792
153,1500,279,34,119,1068,454,792
154,1495,299,40,111,1045,451,792
155,1499,317,39,117,1026,453,793
156,1500,340,40,123,997,452,795
157,1499,360,47,125,967,450,796
158,1500,389,55,128,928,453,794
159,1497,414,59,130,894,450,794
160,1500,455,62,138,845,453,793
161,1500,480,67,146,807,452,794
162,1500,492,77,154,777,452,793
163,1500,507,91,159,743,453,792
164,1500,525,91,176,708,454,792
165,1500,528,97,192,683,455,791
166,1500,526,95,213,666,455,791
