ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked turtles
0,1500,1490,10,0,0,300
1,1500,1490,10,0,0,300
2,1500,1490,10,0,0,300
3,1500,1476,14,10,0,300
4,1500,1468,22,10,0,300
5,1500,1461,29,10,0,300
6,1500,1446,35,19,0,300
7,1500,1419,51,30,0,300
8,1500,1384,81,35,0,300
9,1500,1342,111,47,0,300
10,1500,1285,153,62,0,300
11,1500,1220,186,94,0,300
12,1500,1143,227,130,0,300
13,1500,1052,269,179,0,300
14,1500,955,302,243,0,300
15,1500,820,372,308,0,300
16,1500,716,394,390,0,300
17,1497,606,406,481,4,299
18,1500,505,392,599,4,300
19,1500,408,371,717,4,300
20,1500,337,343,809,11,300
21,1496,273,291,916,16,299
22,1500,220,268,995,17,300
23,1496,166,231,1075,24,299
24,1491,124,206,1131,30,296
25,1479,92,176,1163,48,293
26,1468,69,143,1189,67,292
27,1446,47,117,1191,91,288
28,1413,32,89,1171,121,287
29,1380,20,73,1136,151,282
30,1340,11,55,1083,191,277
31,1290,11,39,1002,238,265
32,1226,9,28,901,288,260
33,1170,9,18,797,346,253
34,1126,11,13,703,399,244
35,1073,9,13,588,463,233
36,1031,10,11,508,502,228
37,988,14,11,420,543,217
38,958,18,13,350,577,202
39,935,25,10,290,610,196
40,910,27,14,230,639,190
41,893,28,14,184,667,186
42,881,34,14,143,690,182
43,868,37,12,116,703,181
44,865,43,12,90,720,180
45,863,46,10,75,732,177
46,858,47,8,62,741,174
47,856,50,8,51,747,171
48,855,49,7,47,752,171
49,861,57,6,44,754,173
50,862,60,7,41,754,173
51,865,63,5,40,757,173
52,876,72,6,40,758,176
53,882,75,7,38,762,178
54,892,84,6,38,764,180
55,898,88,8,33,769,180
56,906,97,4,35,770,184
57,914,102,6,33,773,187
58,920,106,7,32,775,189
59,932,116,11,27,778,192
60,939,125,9,26,779,193
61,953,139,5,28,781,196
62,961,146,5,27,783,198
63,976,157,8,28,783,202
64,987,166,10,27,784,203
65,989,170,11,24,784,203
66,996,176,8,29,783,204
67,1004,183,7,29,785,205
68,1013,192,6,29,786,206
69,1023,198,8,31,786,208
70,1039,215,8,28,788,210
71,1048,224,8,28,788,209
72,1058,232,7,29,790,213
73,1070,240,9,31,790,214
74,1081,248,9,32,792,219
75,1090,254,15,28,793,221
76,1099,262,15,29,793,222
77,1107,266,15,31,795,222
78,1121,272,19,35,795,224
79,1132,277,21,39,795,226
80,1138,281,24,36,797,228
81,1141,279,23,42,797,228
82,1149,282,20,49,798,231
83,1161,286,25,50,800,233
84,1169,291,21,56,801,234
85,1177,288,29,59,801,238
86,1184,288,32,62,802,244
87,1201,300,29,70,802,248
88,1216,310,32,71,803,251
89,1234,306,40,85,803,253
90,1245,303,48,89,805,255
91,1256,298,61,89,808,256
92,1267,298,57,101,811,257
93,1276,296,51,116,813,258
94,1284,287,57,127,813,261
95,1289,285,50,136,818,263
96,1291,277,54,137,823,262
97,1299,276,45,153,825,264
98,1300,263,50,159,828,264
99,1305,253,57,166,829,267
100,1314,257,49,175,833,267
101,1322,256,51,175,840,266
102,1329,241,53,193,842,267
103,1330,236,53,192,849,266
104,1331,218,66,194,853,266
105,1340,214,65,206,855,267
106,1342,215,59,207,861,264
107,1346,213,60,202,871,266
108,1349,202,57,211,879,266
109,1353,204,54,209,886,266
110,1360,203,54,211,892,267
111,1368,197,59,209,903,266
112,1370,188,61,211,910,265
113,1382,185,68,214,915,268
114,1390,184,71,214,921,269
115,1399,178,71,225,925,274
116,1393,169,71,218,935,274
117,1403,173,61,226,943,275
118,1408,172,49,240,947,276
119,1405,161,50,239,955,275
120,1409,157,54,237,961,276
121,1416,146,68,234,968,279
122,1413,142,71,225,975,279
123,1418,138,71,227,982,280
124,1422,130,68,234,990,279
125,1424,129,57,241,997,281
126,1421,120,59,240,1002,280
127,1425,114,57,244,1010,281
128,1425,101,58,247,1019,282
129,1423,94,58,243,1028,281
130,1425,93,55,239,1038,281
131,1425,89,53,233,1050,282
132,1424,90,49,228,1057,282
133,1429,96,42,227,1064,285
134,1432,104,36,225,1067,285
135,1439,104,36,227,1072,285
136,1443,104,38,223,1078,287
137,1441,99,45,214,1083,287
138,1442,101,49,203,1089,286
139,1445,106,44,192,1103,284
140,1449,114,41,190,1104,287
141,1460,133,32,186,1109,289
142,1469,145,26,182,1116,289
143,1477,154,33,171,1119,290
144,1488,161,41,167,1119,291
145,1488,176,44,161,1107,292
146,1483,179,56,153,1095,289
147,1492,199,66,150,1077,294
148,1498,223,72,151,1052,294
149,1500,246,70,156,1028,293
150,1498,264,79,163,992,292
151,1500,272,98,179,951,295
152,1500,295,108,191,906,295
153,1500,332,117,196,855,295
154,1500,348,121,220,811,292
155,1498,371,137,237,753,293
156,1500,351,169,255,725,293
157,1500,341,196,277,686,294
158,1499,304,225,313,657,294
159,1500,283,224,363,630,295
160,1500,249,233,410,608,295
161,1500,228,230,458,584,296
162,1498,207,208,516,567,296
163,1499,178,198,557,566,298
164,1496,153,182,603,558,299
165,1495,121,183,631,560,301
166,1495,103,169,661,562,301
167,1496,83,152,696,565,302
168,1483,63,130,711,579,298
169,1476,47,113,721,595,298
170,1470,43,98,717,612,296
171,1468,41,70,730,627,296
172,1458,38,54,715,651,293
173,1439,40,44,675,680,286
174,1415,26,47,634,708,283
175,1389,33,41,588,727,279
176,1358,36,40,525,757,273
177,1339,36,37,478,788,272
178,1322,37,39,428,818,273
179,1301,41,37,387,836,265
180,1285,44,38,345,858,260
181,1268,47,40,301,880,254
182,1250,53,32,263,902,248
183,1237,51,30,231,925,243
184,1231,58,26,212,935,242
185,1221,61,24,180,956,242
186,1216,63,24,161,968,243
187,1212,65,23,148,976,244
188,1217,74,26,136,981,245
189,1217,83,22,128,984,244
190,1225,93,14,131,987,242
191,1234,94,22,124,994,243
192,1239,96,29,114,1000,247
193,1241,97,32,107,1005,247
194,1249,104,31,106,1008,250
195,1251,98,30,112,1011,252
196,1253,105,30,102,1016,254
197,1253,107,27,101,1018,253
198,1258,105,28,103,1022,252
199,1260,104,28,103,1025,252
200,1265,110,32,96,1027,252
201,1271,115,26,101,1029,254
202,1282,122,25,107,1028,255
203,1291,132,21,109,1029,255
204,1304,143,23,102,1036,258
205,1309,139,29,103,1038,258
206,1322,145,32,106,1039,260
207,1333,150,33,108,1042,261
208,1341,159,29,109,1044,263
209,1348,162,27,108,1051,268
210,1365,171,31,110,1053,270
211,1373,183,29,109,1052,273
212,1381,176,43,107,1055,275
213,1387,177,45,107,1058,278
214,1402,179,51,112,1060,280
215,1412,187,52,112,1061,279
216,1418,193,43,122,1060,281
217,1430,196,46,124,1064,282
218,1435,195,43,134,1063,285
219,1441,188,50,138,1065,284
220,1448,186,52,145,1065,284
221,1459,191,55,151,1062,285
222,1472,191,58,157,1066,290
223,1470,189,62,157,1062,291
224,1481,181,74,166,1060,289
225,1490,178,76,177,1059,292
226,1496,176,77,186,1057,292
227,1500,175,81,194,1050,293
228,1500,166,75,213,1046,292
229,1498,163,72,223,1040,293
230,1500,165,66,221,1048,296
231,1500,165,64,231,1040,293
232,1497,160,57,238,1042,294
233,1499,148,67,243,1041,295
234,1498,145,66,247,1040,295
235,1499,142,68,248,1041,295
236,1499,144,65,254,1036,297
237,1498,136,68,261,1033,298
238,1498,132,69,263,1034,297
239,1498,133,71,259,1035,297
