ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked 1 turtles,masked 2 turtles
0,1500,1490,10,0,0,711,75
1,1500,1490,10,0,0,711,75
2,1500,1490,10,0,0,711,75
3,1500,1475,15,10,0,711,75
4,1500,1468,22,10,0,711,75
5,1500,1462,28,10,0,711,75
6,1500,1442,40,18,0,711,75
7,1500,1415,57,28,0,711,75
8,1500,1392,76,32,0,711,75
9,1500,1345,105,50,0,711,75
10,1500,1303,127,70,0,711,75
11,1500,1234,172,94,0,711,75
12,1500,1168,202,130,0,711,75
13,1500,1084,243,173,0,711,75
14,1500,994,289,217,0,712,75
15,1500,907,291,302,0,712,75
16,1500,813,327,360,0,712,75
17,1499,756,298,440,5,710,76
18,1500,661,302,532,5,711,76
19,1500,577,298,620,5,711,76
20,1499,485,307,700,7,711,76
21,1496,411,307,766,12,712,77
22,1500,354,285,846,15,714,77
23,1495,293,261,919,22,713,77
24,1493,252,222,984,35,714,76
25,1488,218,197,1026,47,714,75
26,1474,178,175,1057,64,706,75
27,1457,151,142,1076,88,697,75
28,1433,133,120,1078,102,681,76
29,1394,108,112,1030,144,661,74
30,1369,89,91,1016,173,647,74
31,1329,70,87,953,219,630,71
32,1284,58,77,886,263,606,68
33,1239,51,63,822,303,583,67
34,1194,38,57,754,345,564,65
35,1162,36,44,700,382,546,63
36,1126,28,43,630,425,528,61
37,1087,26,35,554,472,512,59
38,1042,23,32,477,510,482,58
39,1011,28,21,424,538,468,56
40,979,27,17,366,569,451,54
41,955,31,11,312,601,437,51
42,943,30,16,269,628,430,50
43,935,32,18,234,651,424,50
44,926,42,15,195,674,424,50
45,912,44,16,171,681,409,50
46,908,47,15,153,693,408,50
47,904,52,14,132,706,405,50
48,906,54,17,114,721,407,48
49,906,63,12,98,733,401,48
50,902,61,13,89,739,401,47
51,909,71,15,74,749,404,47
52,914,74,14,72,754,408,47
53,916,79,17,61,759,407,46
54,923,89,13,59,762,412,45
55,932,98,13,54,767,415,46
56,937,103,13,53,768,420,46
57,945,108,10,57,770,425,46
58,958,118,9,56,775,427,46
59,963,122,8,55,778,429,46
60,967,129,9,49,780,432,46
61,979,140,8,50,781,437,47
62,992,151,9,51,781,444,46
63,996,155,10,46,785,447,46
64,1003,160,9,44,790,449,46
65,1015,167,13,44,791,457,46
66,1024,176,10,44,794,462,46
67,1034,183,11,45,795,470,46
68,1043,190,12,41,800,474,46
69,1053,197,15,40,801,478,47
70,1067,208,13,43,803,485,47
71,1075,213,16,38,808,491,47
72,1080,215,16,40,809,494,47
73,1088,218,18,43,809,500,47
74,1097,224,19,44,810,505,48
75,1100,226,18,46,810,508,48
76,1105,223,22,49,811,512,48
77,1119,231,23,53,812,519,48
78,1124,233,25,52,814,521,48
79,1136,242,18,61,815,527,49
80,1143,236,26,64,817,531,50
81,1155,242,28,67,818,538,50
82,1165,248,31,67,819,547,50
83,1168,244,35,70,819,550,50
84,1178,250,29,79,820,553,51
